Name;MeasurementsNew;
File;E:\hawino\Matlab\Reglertuning\tuning1_6.csv;
Starttime of export;133271630231552000;Freitag, 28. April 2023;15:43:43.155
Endtime of export;133271630349012000;Freitag, 28. April 2023;15:43:54.901


Name;xCam, yCam X;xCam, yCam Y;xObs, yObs X;xObs, yObs Y;xRef, yRef X;xRef, yRef Y;xKalman, yKalman X;xKalman, yKalman Y;xAdaptKalman, yAdaptKalman X;xAdaptKalman, yAdaptKalman Y;xObs;xRef;xCam;xKalman;xAdaptKalman;yObs;yRef;yCam;yKalman;yAdaptKalman;thetaObs;thetaCam;thetaKalman;thetaRef;thetaAdaptKalman;vX;vXRef;vXContr;vY;vYRef;vYContr;vTheta;vThetaRef;vThetaContr;accuracyTheta;accuracyXY;arcLengthSlow;Name;FeedForwardLinearization;Name;kObsDelayedCycles;maxAcc;maxRadius;maxRotAcc;maxRotVel;maxSlowVel;maxVel;samplingTime;sObsDelayedCycles;thetaDZ;vrot_max;vtrans_max;controllerKX;controllerKY;controllerKTheta;newCamDataArrived;bumper;enableGW2Dummy;state (Controller);yBoArrivedAtDestination;enableRobot (1);i1;i2;i3;enableRobot;K[0,0]
22;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;108;0;22;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;1;3;0;0;4
24;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;118;0;24;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;1;3;-3;0;4
26;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;128;0;26;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;1;3;2;0;4
28;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;138;0;28;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;1;3;-5;0;4
30;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;148;0;30;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-4;0;-6;0;4
32;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;158;0;32;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-4;0;0;0;4
34;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;168;0;34;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-4;0;0;0;4
36;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;178;0;36;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-4;0;0;0;4
38;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;188;0;38;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-4;0;0;0;4
40;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;198;0;40;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-1;0;-2;0;4
42;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;208;0;42;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-1;0;2;0;4
44;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;218;0;44;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-1;0;2;0;4
46;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;228;0;46;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-1;0;-12;0;4
48;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;238;0;48;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-1;0;-1;0;4
50;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;248;0;50;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;4;0;0;0;4
52;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;258;0;52;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;4;0;-7;0;4
54;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;268;0;54;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;4;0;1;0;4
56;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;278;0;56;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;4;0;1;0;4
58;2501.994140625;2927.83984375;2490.8461206610509;2928.9170014423939;3235;2941;2501.9940547418055;2927.8398980542479;2490.08154296875;2929.655517578125;2490.8461206610509;3235;2501.994140625;2501.9940547418055;2490.08154296875;2928.9170014423939;2941;2927.83984375;2927.8398980542479;2929.655517578125;-3.1552135777921086;-3.161426607762472;-3.1639566108726118;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;288;0;58;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;4;0;1;0;4
60;2485.4111328125;2929.09326171875;2490.650461098503;2928.923346812343;3235;2941;2485.4112617909191;2929.0931802827986;2490.08154296875;2929.655517578125;2490.650461098503;3235;2485.4111328125;2485.4112617909191;2490.08154296875;2928.923346812343;2941;2929.09326171875;2929.0931802827986;2929.655517578125;-3.1548719745398039;-3.1457245985614222;-3.1419318669404879;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;298;0;60;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;1;0;0;4;0;0;-1;0;0;0;4
62;2485.4111328125;2929.09326171875;2490.650461098503;2928.923346812343;3235;2941;2485.4112617909191;2929.0931802827986;2490.08154296875;2929.655517578125;2490.650461098503;3235;2485.4111328125;2485.4112617909191;2490.08154296875;2928.923346812343;2941;2929.09326171875;2929.0931802827986;2929.655517578125;-3.1548719745398039;-3.1457245985614222;-3.1419318669404879;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;308;0;62;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-1;0;0;0;4
64;2485.4111328125;2929.09326171875;2490.650461098503;2928.923346812343;3235;2941;2485.4112617909191;2929.0931802827986;2490.08154296875;2929.655517578125;2490.650461098503;3235;2485.4111328125;2485.4112617909191;2490.08154296875;2928.923346812343;2941;2929.09326171875;2929.0931802827986;2929.655517578125;-3.1548719745398039;-3.1457245985614222;-3.1419318669404879;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;318;0;64;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-1;0;1;0;4
66;2485.4111328125;2929.09326171875;2490.650461098503;2928.923346812343;3235;2941;2485.4112617909191;2929.0931802827986;2490.08154296875;2929.655517578125;2490.650461098503;3235;2485.4111328125;2485.4112617909191;2490.08154296875;2928.923346812343;2941;2929.09326171875;2929.0931802827986;2929.655517578125;-3.1548719745398039;-3.1457245985614222;-3.1419318669404879;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;328;0;66;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-1;0;3;0;4
68;2485.4111328125;2929.09326171875;2490.650461098503;2928.923346812343;3235;2941;2485.4112617909191;2929.0931802827986;2490.08154296875;2929.655517578125;2490.650461098503;3235;2485.4111328125;2485.4112617909191;2490.08154296875;2928.923346812343;2941;2929.09326171875;2929.0931802827986;2929.655517578125;-3.1548719745398039;-3.1457245985614222;-3.1419318669404879;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;338;0;68;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-1;0;2;0;4
70;2485.4111328125;2929.09326171875;2490.650461098503;2928.923346812343;3235;2941;2485.4112617909191;2929.0931802827986;2490.08154296875;2929.655517578125;2490.650461098503;3235;2485.4111328125;2485.4112617909191;2490.08154296875;2928.923346812343;2941;2929.09326171875;2929.0931802827986;2929.655517578125;-3.1548719745398039;-3.1457245985614222;-3.1419318669404879;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;348;0;70;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-2;0;2;0;4
72;2485.4111328125;2929.09326171875;2490.650461098503;2928.923346812343;3235;2941;2485.4112617909191;2929.0931802827986;2490.08154296875;2929.655517578125;2490.650461098503;3235;2485.4111328125;2485.4112617909191;2490.08154296875;2928.923346812343;2941;2929.09326171875;2929.0931802827986;2929.655517578125;-3.1548719745398039;-3.1457245985614222;-3.1419318669404879;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;358;0;72;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-2;0;2;0;4
74;2485.4111328125;2929.09326171875;2490.650461098503;2928.923346812343;3235;2941;2485.4112617909191;2929.0931802827986;2490.08154296875;2929.655517578125;2490.650461098503;3235;2485.4111328125;2485.4112617909191;2490.08154296875;2928.923346812343;2941;2929.09326171875;2929.0931802827986;2929.655517578125;-3.1548719745398039;-3.1457245985614222;-3.1419318669404879;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;368;0;74;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-2;0;-4;0;4
76;2485.4111328125;2929.09326171875;2490.650461098503;2928.923346812343;3235;2941;2485.4112617909191;2929.0931802827986;2490.08154296875;2929.655517578125;2490.650461098503;3235;2485.4111328125;2485.4112617909191;2490.08154296875;2928.923346812343;2941;2929.09326171875;2929.0931802827986;2929.655517578125;-3.1548719745398039;-3.1457245985614222;-3.1419318669404879;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;378;0;76;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-2;0;-5;0;4
78;2485.4111328125;2929.09326171875;2490.650461098503;2928.923346812343;3235;2941;2485.4112617909191;2929.0931802827986;2490.08154296875;2929.655517578125;2490.650461098503;3235;2485.4111328125;2485.4112617909191;2490.08154296875;2928.923346812343;2941;2929.09326171875;2929.0931802827986;2929.655517578125;-3.1548719745398039;-3.1457245985614222;-3.1419318669404879;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;388;0;78;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-2;0;-1;0;4
80;2485.4111328125;2929.09326171875;2490.650461098503;2928.923346812343;3235;2941;2485.4112617909191;2929.0931802827986;2490.08154296875;2929.655517578125;2490.650461098503;3235;2485.4111328125;2485.4112617909191;2490.08154296875;2928.923346812343;2941;2929.09326171875;2929.0931802827986;2929.655517578125;-3.1548719745398039;-3.1457245985614222;-3.1419318669404879;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;398;0;80;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-1;0;0;0;4
82;2485.4111328125;2929.09326171875;2490.650461098503;2928.923346812343;3235;2941;2485.4112617909191;2929.0931802827986;2490.08154296875;2929.655517578125;2490.650461098503;3235;2485.4111328125;2485.4112617909191;2490.08154296875;2928.923346812343;2941;2929.09326171875;2929.0931802827986;2929.655517578125;-3.1548719745398039;-3.1457245985614222;-3.1419318669404879;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;408;0;82;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-1;0;0;0;4
84;2485.4111328125;2929.09326171875;2490.650461098503;2928.923346812343;3235;2941;2485.4112617909191;2929.0931802827986;2490.08154296875;2929.655517578125;2490.650461098503;3235;2485.4111328125;2485.4112617909191;2490.08154296875;2928.923346812343;2941;2929.09326171875;2929.0931802827986;2929.655517578125;-3.1548719745398039;-3.1457245985614222;-3.1419318669404879;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;418;0;84;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-1;0;-1;0;4
86;2485.4111328125;2929.09326171875;2490.650461098503;2928.923346812343;3235;2941;2485.4112617909191;2929.0931802827986;2490.08154296875;2929.655517578125;2490.650461098503;3235;2485.4111328125;2485.4112617909191;2490.08154296875;2928.923346812343;2941;2929.09326171875;2929.0931802827986;2929.655517578125;-3.1548719745398039;-3.1457245985614222;-3.1419318669404879;0;-3.1665175596820276;0;0;0;0;0;0;0;0;0;0.01;2;0.2;428;0;86;61;0.5;0.2;100;100;0.08;0.6;0.05;80;0.2;3;934;4;4;2;0;0;0;4;0;0;-1;0;0;0;4
