SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVYfromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVXfromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVThetafromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[2];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[1];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[0];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstY;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstX;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstTheta;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutDebugCase
NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1
Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350

51620;0.76699039300001459;51620;515.00211377230517;51620;0.0056814103185186269;51620;-0.057516682893037796;51620;1617.7554931640625;51620;3776.15771484375;51620;1615.2834560984334;51620;3841.5265798218425;51620;-0.061436856012815122;51620;1
51630;-9.2038847160000046;51630;541.12861825430525;51630;-0.068176923822222263;51630;-0.057516682893037796;51630;1617.7554931640625;51630;3776.15771484375;51630;1617.598955783358;51630;3841.7609039242452;51630;-0.057384116652271944;51630;1
51640;10.226538573333338;51640;480.90481131274584;51640;0.075752137580246945;51640;-0.05715552344918251;51640;1617.786376953125;51640;3776.000244140625;51640;1619.4283253893746;51640;3842.5865204572438;51640;-0.054278279011481967;51640;1
51650;32.213596506000009;51650;413.595850613356;51650;0.23861923337777782;51650;-0.05715552344918251;51650;1617.786376953125;51650;3776.000244140625;51650;1619.6279285317676;51650;3843.0428554696337;51650;-0.0535762349485156;51650;1
51660;25.566346433333347;51660;433.96566766711868;51660;0.18938034395061737;51660;-0.05715552344918251;51660;1617.786376953125;51660;3776.000244140625;51660;1619.8733916391966;51660;3843.363013345268;51660;-0.0531974742606145;51660;1
51670;17.129452110333318;51670;480.4619892028814;51670;0.12688483044691346;51670;-0.05715552344918251;51670;1617.786376953125;51670;3776.000244140625;51670;1620.6360994172082;51670;3842.742434607404;51670;-0.051701369543404541;51670;1
51680;22.754048325666663;51680;493.74665249881366;51680;0.16854850611604935;51680;-0.05715552344918251;51680;1617.786376953125;51680;3776.000244140625;51680;1621.9200646737204;51680;3841.9746623631472;51680;-0.049466681484787278;51680;1
51690;9.4595481803333232;51690;494.63229671854242;51690;0.070070727261728319;51690;-0.055553112179040909;51690;1617.8621826171875;51690;3776.05419921875;51690;1623.5882265167222;51690;3841.5847508327533;51690;-0.046834294703873569;51690;1
51700;-5.6245962153333453;51700;474.70530177464411;51700;-0.0416636756691359;51700;-0.055553112179040909;51700;1617.8621826171875;51700;3776.05419921875;51700;1625.3144745949635;51700;3841.5250978203076;51700;-0.04259949665281848;51700;1
51710;-8.43689432300001;51710;477.805056543695;51710;-0.062495513503703769;51710;-0.055553112179040909;51710;1617.8621826171875;51710;3776.05419921875;51710;1625.3664003576121;51710;3841.9473011198497;51710;-0.042561620584028459;51710;1
51720;7.669903929999994;51720;493.30383038894922;51720;0.056814103185185143;51720;-0.055553112179040909;51720;1617.8621826171875;51720;3776.05419921875;51720;1624.1717483178838;51720;3842.3189665087812;51720;-0.04460692829869517;51720;1
51730;18.919096360666668;51730;508.359782124339;51730;0.14014145452345678;51730;-0.055553112179040909;51730;1617.8621826171875;51730;3776.05419921875;51730;1623.349699591937;51730;3842.1725274985765;51730;-0.045932590706349474;51730;1
51740;8.1812308586666713;51740;504.81720524542379;51740;0.06060171006419756;51740;-0.05704016238451004;51740;1617.7882080078125;51740;3775.962646484375;51740;1624.0394542156105;51740;3841.9357994348175;51740;-0.044853122745830865;51740;1
51750;-12.783173216666683;51750;490.64689772976277;51750;-0.094690171975308754;51750;-0.05704016238451004;51750;1617.7882080078125;51750;3775.962646484375;51750;1624.7461109669296;51750;3842.0350229246287;51750;-0.045128138750015978;51750;1
51760;-19.430423289333344;51760;482.67609975220341;51760;-0.14392906140246919;51760;-0.05704016238451004;51760;1617.7882080078125;51760;3775.962646484375;51760;1624.2889372164605;51760;3842.8210348163266;51760;-0.046018226366584036;51760;1
51770;-0.76699039300001459;51770;491.08971983962721;51770;-0.0056814103185186269;51770;-0.05704016238451004;51770;1617.7882080078125;51770;3775.962646484375;51770;1622.8742147950857;51770;3843.2887325147713;51770;-0.048385480665966707;51770;1
51780;16.61812518166666;51780;512.34518111311877;51780;0.12309722356790119;51780;-0.05704016238451004;51780;1617.7882080078125;51780;3775.962646484375;51780;1621.9526755400229;51780;3842.887821178716;51780;-0.049881585383176441;51780;1
51790;10.737865501999997;51790;518.98751276108487;51790;0.079539744459259223;51790;-0.05704016238451004;51790;1617.7882080078125;51790;3775.962646484375;51790;1622.37756922817;51790;3842.4061506367398;51790;-0.049256630248139421;51790;1
51800;-14.572817466999993;51800;489.31843140016952;51800;-0.1079467960518518;51800;-0.056262902915477753;51800;1617.8577880859375;51800;3776.083740234375;51800;1622.7056646513061;51800;3842.6829117608868;51800;-0.048783179388262932;51800;1
51810;-28.889971469666666;51810;477.805056543695;51810;-0.21399978866419753;51810;-0.056262902915477753;51810;1617.8577880859375;51810;3776.083740234375;51810;1622.0040616235513;51810;3844.026313613751;51810;-0.049596714808415765;51810;1
51820;-11.249192430666673;51820;493.30383038894928;51820;-0.083327351338271641;51820;-0.056262902915477753;51820;1617.8577880859375;51820;3776.083740234375;51820;1620.2639689425475;51820;3844.6613767632734;51820;-0.052569986208440556;51820;1
51830;10.226538573333338;51830;503.931561025695;51830;0.075752137580246945;51830;-0.056262902915477753;51830;1617.8577880859375;51830;3776.083740234375;51830;1618.1890276297693;51830;3844.5247642307513;51830;-0.055978832399551592;51830;1
51840;-0.2556634643333382;51840;490.20407561989833;51840;-0.0018938034395062089;51840;-0.056262902915477753;51840;1617.8577880859375;51840;3776.083740234375;51840;1616.6137605422766;51840;3844.6019946187407;51840;-0.058497590974094793;51840;1
51850;-21.731394468333331;51850;481.34763342261027;51850;-0.16097329235802466;51850;-0.056262902915477753;51850;1617.8577880859375;51850;3776.083740234375;51850;1616.6564343453254;51850;3844.691556966307;51850;-0.05844077687090965;51850;1
51860;-23.00971179;51860;485.33303241138992;51860;-0.17044230955555556;51860;-0.056953847408294678;51860;1617.754150390625;51860;3776.097900390625;51860;1616.8985138333569;51860;3844.8529933262507;51860;-0.058043078148613425;51860;1
51870;-3.834951964999997;51870;505.26002735528823;51870;-0.028407051592592571;51870;-0.056953847408294678;51870;1617.754150390625;51870;3776.097900390625;51870;1616.1914891695226;51870;3844.8201155810602;51870;-0.059718800429973573;51870;1
51880;11.76051935933333;51880;512.78800322298309;51880;0.087114958217283919;51880;-0.056953847408294678;51880;1617.754150390625;51880;3776.097900390625;51880;1614.7848220394581;51880;3844.6433680287591;51880;-0.061991364557381079;51880;1
51890;5.8802596796666649;51890;499.06051781718651;51890;0.04355747910864196;51890;-0.056953847408294678;51890;1617.754150390625;51890;3776.097900390625;51890;1613.7055485074754;51890;3844.685507875256;51890;-0.063676849618541587;51890;1
51900;-15.851134788666665;51900;476.47659021410175;51900;-0.1174158132493827;51900;-0.056953847408294678;51900;1617.754150390625;51900;3776.097900390625;51900;1613.8814552165609;51900;3844.7497601283794;51900;-0.063411717137010548;51900;1
51910;-25.566346433333326;51910;477.36223443383057;51910;-0.18938034395061723;51910;-0.056925605982542038;51910;1617.7459716796875;51910;3776.0576171875;51910;1614.7486709926311;51910;3844.8606685312188;51910;-0.0620292406261711;51910;1
51920;-7.4142404656666754;51920;502.60309469610172;51920;-0.054920299745679073;51920;-0.056925605982542038;51920;1617.7459716796875;51920;3776.0576171875;51920;1614.90950832931;51920;3844.7847921762987;51920;-0.061735866718887644;51920;1
51930;17.896442503333333;51930;520.75880120054239;51930;0.13256624076543208;51930;-0.056925605982542038;51930;1617.7459716796875;51930;3776.0576171875;51930;1613.7953502094938;51930;3844.5141641780319;51930;-0.063572856055208682;51930;1
51940;16.61812518166666;51940;505.26002735528823;51940;0.12309722356790119;51940;-0.056925605982542038;51940;1617.7459716796875;51940;3776.0576171875;51940;1612.6514123152431;51940;3844.4642689659449;51940;-0.065353031288344354;51940;1
51950;-13.038836681000001;51950;478.69070076342382;51950;-0.096583975414814824;51950;-0.056925605982542038;51950;1617.7459716796875;51950;3776.0576171875;51950;1612.997731252369;51950;3844.4375753050117;51950;-0.064822766325282721;51950;1
51960;-30.168288791333339;51960;469.39143645627126;51960;-0.22346880586172843;51960;-0.056925605982542038;51960;1617.7459716796875;51960;3776.0576171875;51960;1614.4551048268331;51960;3844.5825355370143;51960;-0.0625123261290852;51960;1
51970;-10.737865501999997;51970;491.53254194949159;51970;-0.079539744459259223;51970;-0.057766236364841461;51970;1617.744140625;51970;3775.9228515625;51970;1615.160729094679;51970;3844.7268525885775;51970;-0.061338167996591419;51970;1
51980;12.527509752333344;51980;505.26002735528823;51980;0.092796368535802545;51980;-0.057766236364841461;51980;1617.744140625;51980;3775.9228515625;51980;1614.3471649199028;51980;3844.1958689358034;51980;-0.063580212924125412;51980;1
51990;4.3462788936666543;51990;482.23327764233903;51990;0.032194658471604846;51990;-0.057766236364841461;51990;1617.744140625;51990;3775.9228515625;51990;1613.3662280935043;51990;3844.06999776711;51990;-0.065133131744520512;51990;1
52000;-17.640779038999995;52000;453.00701839128823;52000;-0.13067243732592587;52000;-0.057766236364841461;52000;1617.744140625;52000;3775.9228515625;52000;1613.9709946590549;52000;3844.1872237362586;52000;-0.06418623002476731;52000;1
52010;-23.00971179;52010;469.39143645627126;52010;-0.17044230955555556;52010;-0.057766236364841461;52010;1617.744140625;52010;3775.9228515625;52010;1615.155665053695;52010;3844.2892428747946;52010;-0.062254550516471108;52010;1
52020;-4.3462788936666543;52020;513.23082533284753;52020;-0.032194658471604846;52020;-0.057766236364841461;52020;1617.744140625;52020;3775.9228515625;52020;1615.4404655605779;52020;3844.01372973503;52020;-0.061856851794174661;52020;1
52030;17.640779038999995;52030;524.7442001893221;52030;0.13067243732592587;52030;-0.057674214243888855;52030;1617.726806640625;52030;3776.0419921875;52030;1614.5993731923402;52030;3843.5511273173288;52030;-0.063277204373804352;52030;1
52040;17.640779039000012;52040;491.975364059356;52040;0.13067243732592604;52040;-0.057674214243888855;52040;1617.726806640625;52040;3776.0419921875;52040;1613.81008510287;52040;3843.7003152539546;52040;-0.064378278419740642;52040;1
52050;-8.6925577873333282;52050;453.44984050115255;52050;-0.064389316943209832;52050;-0.057674214243888855;52050;1617.726806640625;52050;3776.0419921875;52050;1614.3926789463321;52050;3843.8967228717775;52050;-0.063507128837567928;52050;1
52060;-27.355990683666658;52060;456.54959527020344;52060;-0.20263696802716041;52060;-0.057674214243888855;52060;1617.726806640625;52060;3776.0419921875;52060;1615.924225184835;52060;3844.0381570994614;52060;-0.061026246331814971;52060;1
52070;-10.226538573333338;52070;505.70284946515261;52070;-0.075752137580246945;52070;-0.057674214243888855;52070;1617.726806640625;52070;3776.0419921875;52070;1616.695436768573;52070;3843.9175191939648;52070;-0.059776336061740931;52070;1
52080;12.016182823666668;52080;520.315979090678;52080;0.089008761656790128;52080;-0.057674214243888855;52080;1617.726806640625;52080;3776.0419921875;52080;1615.858577148713;52080;3843.320163958284;52080;-0.061253502744555766;52080;1
52090;6.6472500726666608;52090;475.59094599437293;52090;0.049238889427160447;52090;-0.0565100722014904;52090;1617.873046875;52090;3776.09130859375;52090;1614.5081662845428;52090;3843.2167091881274;52090;-0.0633366865280125;52090;1
52100;-16.106798253000004;52100;427.32333601915258;52100;-0.11930961668888891;52100;-0.0565100722014904;52100;1617.873046875;52100;3776.09130859375;52100;1614.4512929188059;52100;3843.4439435584354;52100;-0.062513429104725127;52100;1
52110;-21.731394468333349;52110;451.23572995183059;52110;-0.16097329235802479;52110;-0.0565100722014904;52110;1617.873046875;52110;3776.09130859375;52110;1615.343166645524;52110;3843.4387939408371;52110;-0.061055200456305414;52110;1
52120;-3.5792885006666588;52120;515.4449358821696;52120;-0.026513248153086363;52120;-0.0565100722014904;52120;1617.873046875;52120;3776.09130859375;52120;1616.0090307832431;52120;3843.1521364569817;52120;-0.060013608564577048;52120;1
52130;12.016182823666668;52130;534.486286606339;52130;0.089008761656790128;52130;-0.0565100722014904;52130;1617.873046875;52130;3776.09130859375;52130;1615.5688810281285;52130;3842.6800728552553;52130;-0.060827944043564619;52130;1
52140;2.3009711789999869;52140;468.062970126678;52140;0.017044230955555458;52140;-0.056199006736278534;52140;1617.80126953125;52140;3775.9951171875;52140;1614.8035290988798;52140;3842.8125086866239;52140;-0.062021040210453515;52140;1
52150;-18.919096360666668;52150;409.16762951471196;52150;-0.14014145452345678;52150;-0.056199006736278534;52150;1617.80126953125;52150;3775.9951171875;52150;1615.1278827927554;52150;3843.2109054851644;52150;-0.06114183371338977;52150;1
52160;-23.521038718666677;52160;441.05082142494916;52160;-0.17422991643456798;52160;-0.056199006736278534;52160;1617.80126953125;52160;3775.9951171875;52160;1615.9958389745184;52160;3843.4220001889844;52160;-0.059664667030574936;52160;1
52170;-19.941750218;52170;493.30383038894922;52170;-0.14771666828148147;52170;-0.056199006736278534;52170;1617.80126953125;52170;3775.9951171875;52170;1616.2599010097381;52170;3842.8602657874289;52170;-0.059361658480253876;52170;1
52180;-14.317154002666674;52180;497.73205148759331;52180;-0.10605299261234573;52180;-0.056199006736278534;52180;1617.80126953125;52180;3775.9951171875;52180;1615.4723357073365;52180;3842.034977027768;52180;-0.060782011059883567;52180;1
52190;7.9255673943333322;52190;482.23327764233903;52190;0.058707906624691351;52190;-0.056199006736278534;52190;1617.80126953125;52190;3775.9951171875;52190;1613.6903949638579;52190;3841.7052240311168;52190;-0.063565902115957584;52190;1
52200;17.385115574666674;52200;457.87806159979669;52200;0.12877863388641983;52200;-0.056170590221881866;52200;1617.905029296875;52200;3775.997314453125;52200;1612.20520497644;52200;3841.7846007099652;52200;-0.065933156415340255;52200;1
52210;4.8576058223333307;52210;474.26247966477968;52210;0.035982265350617264;52210;-0.056170590221881866;52210;1617.905029296875;52210;3775.997314453125;52210;1613.0495473235731;52210;3842.0766640448819;52210;-0.064673767665264448;52210;1
52220;-12.783173216666663;52220;511.90235900325433;52220;-0.094690171975308615;52220;-0.056170590221881866;52220;1617.905029296875;52220;3775.997314453125;52220;1614.99676220316;52220;3842.1781756302553;52220;-0.061359611646128576;52220;1
52230;-13.805827073999998;52230;522.53008964;52230;-0.10226538573333331;52230;-0.056170590221881866;52230;1617.905029296875;52230;3775.997314453125;52230;1615.700606933322;52230;3841.8811966394678;52230;-0.060242267616819944;52230;1
52240;9.2038847160000046;52240;496.84640726786444;52240;0.068176923822222263;52240;-0.056170590221881866;52240;1617.905029296875;52240;3775.997314453125;52240;1614.5071489874467;52240;3841.7933209906914;52240;-0.06207925695314076;52240;1
52250;28.634308005333327;52250;462.30628269844073;52250;0.21210598522469132;52250;-0.055110517889261246;52250;1617.925537109375;52250;3776.031494140625;52250;1613.5359025082348;52250;3842.2303544218375;52250;-0.063594299704745616;52250;1
52260;18.407769431999991;52260;467.62014801681357;52260;0.13635384764444436;52260;-0.055110517889261246;52260;1617.925537109375;52260;3776.031494140625;52260;1614.655259674719;52260;3842.9915019039727;52260;-0.060659361967013936;52260;1
52270;-8.6925577873333282;52270;512.78800322298309;52270;-0.064389316943209832;52270;-0.055110517889261246;52270;1617.925537109375;52270;3776.031494140625;52270;1616.8461695430083;52270;3843.0314903860708;52270;-0.056928569191186718;52270;1
52280;-16.362461717333321;52280;540.24297403457638;52280;-0.12120342012839498;52280;-0.055110517889261246;52280;1617.925537109375;52280;3776.031494140625;52280;1617.8366082511436;52280;3842.4875774171014;52280;-0.055299898233211353;52280;1
52290;12.016182823666668;52290;504.37438313555941;52290;0.089008761656790128;52290;-0.055110517889261246;52290;1617.925537109375;52290;3776.031494140625;52290;1616.8251123788548;52290;3842.2862148503045;52290;-0.056833879019211331;52290;1
52300;42.695798543666662;52300;440.60799931508478;52300;0.31626517439753082;52300;-0.055110517889261246;52300;1617.925537109375;52300;3776.031494140625;52300;1615.906716937362;52300;3842.9496705496276;52300;-0.058216355530051;52300;1
52310;34.003240756333319;52310;444.15057619400011;52310;0.25187585745432084;52310;-0.056085947901010513;52310;1617.7965087890625;52310;3776.195068359375;52310;1617.2336224776759;52310;3843.9376308326209;52310;-0.055924853368248595;52310;1
52320;15.595471324333346;52320;471.60554700559334;52320;0.11552200980987663;52320;-0.056085947901010513;52320;1617.7965087890625;52320;3776.195068359375;52320;1619.876961758763;52320;3843.8530065473242;52320;-0.051995332471676869;52320;1
52330;15.084144395666669;52330;487.54714296071188;52330;0.11173440293086422;52330;-0.056085947901010513;52330;1617.7965087890625;52330;3776.195068359375;52330;1622.2364724151646;52330;3843.2196587216313;52330;-0.047999407214318834;52330;1
52340;10.737865501999997;52340;503.04591680596616;52340;0.079539744459259223;52340;-0.056085947901010513;52340;1617.7965087890625;52340;3776.195068359375;52340;1623.604222841607;52340;3842.9521034829959;52340;-0.045783657190096472;52340;1
52350;7.4142404656666754;52350;503.48873891583054;52350;0.054920299745679073;52350;-0.056085947901010513;52350;1617.7965087890625;52350;3776.195068359375;52350;1623.935683160214;52350;3842.9709788022483;52350;-0.045253392227034839;52350;1
52360;5.11326928666665;52360;494.18947460867804;52360;0.037876068790123334;52360;-0.056895531713962555;52360;1617.8748779296875;52360;3776.053955078125;52360;1623.6819897374926;52360;3843.4584622424991;52360;-0.04574578112130645;52360;1
52370;8.9482212516666664;52370;484.00456608179667;52370;0.06628312038271604;52370;-0.056895531713962555;52370;1617.8748779296875;52370;3776.053955078125;52370;1623.8916098562108;52370;3843.6027677349957;52370;-0.04636598459030794;52370;1
52380;10.737865501999997;52380;488.87560929030514;52380;0.079539744459259223;52380;-0.056895531713962555;52380;1617.8748779296875;52380;3776.053955078125;52380;1624.7410969412772;52380;3843.4551766139775;52380;-0.045040322182653636;52380;1
52390;5.6245962153333267;52390;507.47413790461025;52390;0.041663675669135751;52390;-0.056895531713962555;52390;1617.8748779296875;52390;3776.053955078125;52390;1625.821734581845;52390;3843.0947600240906;52390;-0.043354837121493128;52390;1
52400;0.76699039299999561;52400;501.7174504763729;52400;0.0056814103185184863;52400;-0.056895531713962555;52400;1617.8748779296875;52400;3776.053955078125;52400;1625.8869169982777;52400;3843.0088763317;52400;-0.04324120891512262;52400;1
52410;-0.2556634643333382;52410;493.7466524988136;52410;-0.0018938034395062089;52410;-0.056895531713962555;52410;1617.8748779296875;52410;3776.053955078125;52410;1624.9013160309826;52410;3843.6176930370311;52410;-0.044945632010678249;52410;1
52420;3.5792885006666779;52420;492.41818616922046;52420;0.0265132481530865;52420;-0.0566861629486084;52420;1617.7620849609375;52420;3775.9912109375;52420;1624.1194770664979;52420;3844.0269670377093;52420;-0.046252356383937654;52420;1
52430;5.8802596796666649;52430;498.17487359745769;52430;0.04355747910864196;52430;-0.0566861629486084;52430;1617.7620849609375;52430;3775.9912109375;52430;1624.4114749122277;52430;3843.7900152882867;52430;-0.045418032483546478;52430;1
52440;2.8122981076666633;52440;502.60309469610172;52440;0.020831837834567875;52440;-0.0566861629486084;52440;1617.7620849609375;52440;3775.9912109375;52440;1625.3934111788292;52440;3843.3685042662109;52440;-0.043940865800731643;52440;1
52450;-2.8122981076666633;52450;499.94616203691538;52450;-0.020831837834567875;52450;-0.0566861629486084;52450;1617.7620849609375;52450;3775.9912109375;52450;1625.101050824534;52450;3843.329871445454;52450;-0.044395378626213011;52450;1
52460;-3.834951964999997;52460;498.17487359745769;52460;-0.028407051592592571;52460;-0.0566861629486084;52460;1617.7620849609375;52460;3775.9912109375;52460;1623.4577039289998;52460;3844.2994636760668;52460;-0.04734971199184268;52460;1
52470;1.278317321666653;52470;494.63229671854242;52470;0.009469017197530764;52470;-0.0566861629486084;52470;1617.7620849609375;52470;3775.9912109375;52470;1621.889226578134;52470;3845.08063671154;52470;-0.050076788944731554;52470;1
52480;6.1359231439999844;52480;495.96076304813562;52480;0.04545128254814803;52480;-0.056895334273576736;52480;1617.752685546875;52480;3776.0849609375;52480;1621.0108822936154;52480;3845.3926406699065;52480;-0.051516079558756367;52480;1
52490;-0.2556634643333382;52490;499.94616203691533;52490;-0.0018938034395062089;52490;-0.056895334273576736;52490;1617.752685546875;52490;3776.0849609375;52490;1620.3675756850421;52490;3845.6041209974137;52490;-0.052747904741057949;52490;1
52500;-7.4142404656666558;52500;497.28922937772887;52500;-0.054920299745678934;52500;-0.056895334273576736;52500;1617.752685546875;52500;3776.0849609375;52500;1620.1474756361517;52500;3845.5497958786073;52500;-0.053088789360169031;52500;1
52510;-6.902913536999999;52510;498.17487359745769;52510;-0.051132692866666656;52510;-0.056895334273576736;52510;1617.752685546875;52510;3776.0849609375;52510;1619.7850418586106;52510;3845.5260174834912;52510;-0.053656930392020907;52510;1
52520;0.76699039299999561;52520;494.63229671854236;52520;0.0056814103185184863;52520;-0.056895334273576736;52520;1617.752685546875;52520;3776.0849609375;52520;1619.1998049670488;52520;3845.5509279542784;52520;-0.054584894077378987;52520;1
52530;3.834951964999997;52530;491.08971983962721;52530;0.028407051592592571;52530;-0.056895334273576736;52530;1617.752685546875;52530;3776.0849609375;52530;1618.4663826261467;52530;3845.6991469996028;52530;-0.055759052209872983;52530;1
52540;-0.76699039299999561;52540;492.86100827908484;52540;-0.0056814103185184863;52540;-0.057143773883581162;52540;1617.7293701171875;52540;3776.03759765625;52540;1618.0066746556511;52540;3845.7805787163379;52540;-0.056497635551280512;52540;1
52550;-5.3689327509999885;52550;497.28922937772887;52550;-0.039769872229629542;52550;-0.057143773883581162;52550;1617.7293701171875;52550;3776.03759765625;52550;1617.8936102555635;52550;3845.5730473107214;52550;-0.056878641402050345;52550;1
52560;-6.902913536999999;52560;498.17487359745769;52560;-0.051132692866666656;52560;-0.057143773883581162;52560;1617.7293701171875;52560;3776.03759765625;52560;1617.8217649160811;52560;3845.4844843181054;52560;-0.056992269608420632;52560;1
52570;-3.5792885006666588;52570;493.30383038894922;52570;-0.026513248153086363;52570;-0.057143773883581162;52570;1617.7293701171875;52570;3776.03759765625;52570;1617.5823060958626;52570;3845.5138569766823;52570;-0.057371030296321734;52570;1
52580;2.0453077146666678;52580;488.87560929030519;52580;0.01515042751604939;52580;-0.057143773883581162;52580;1617.7293701171875;52580;3776.03759765625;52580;1617.0924268735207;52580;3845.5640641464524;52580;-0.058147489706519284;52580;1
52590;3.834951964999997;52590;491.08971983962721;52590;0.028407051592592571;52590;-0.057413361966609955;52590;1617.771728515625;52590;3775.9951171875;52590;1616.6502003902449;52590;3845.5199566533411;52590;-0.058848196979136569;52590;1
52600;-4.0906154293333357;52600;484.4473881916611;52600;-0.03030085503209878;52600;-0.057413361966609955;52600;1617.771728515625;52600;3775.9951171875;52600;1616.6542626617961;52600;3845.3410067423392;52600;-0.059174599165350505;52600;1
52610;-10.22653857333332;52610;492.41818616922046;52610;-0.0757521375802468;52610;-0.057413361966609955;52610;1617.771728515625;52610;3775.9951171875;52610;1616.9643393778872;52610;3845.2510423217391;52610;-0.058682210271078894;52610;1
52620;-4.6019423580000121;52620;497.73205148759331;52620;-0.0340884619111112;52620;-0.057413361966609955;52620;1617.771728515625;52620;3775.9951171875;52620;1616.9565145702168;52620;3845.1134035315554;52620;-0.058701148305474016;52620;1
52630;3.0679615720000015;52630;492.41818616922046;52630;0.022725641274074084;52630;-0.057413361966609955;52630;1617.771728515625;52630;3775.9951171875;52630;1616.422263094576;52630;3845.0697441272678;52630;-0.05955335985325183;52630;1
52640;2.5566346433333251;52640;482.67609975220341;52640;0.018938034395061667;52640;-0.056240156292915344;52640;1617.7867431640625;52640;3775.8779296875;52640;1615.9199952768854;52640;3845.0909068229339;52640;-0.0603487572978445;52640;1
52650;-3.5792885006666779;52650;486.21867663111874;52650;-0.0265132481530865;52650;-0.056240156292915344;52650;1617.7867431640625;52650;3775.8779296875;52650;1616.089601799556;52650;3844.896484713463;52650;-0.058929357177013975;52650;1
52660;-6.6472500726666608;52660;492.41818616922046;52660;-0.049238889427160447;52660;-0.056240156292915344;52660;1617.7867431640625;52660;3775.8779296875;52660;1616.5535735410165;52660;3844.7605714469864;52660;-0.058190773835606668;52660;1
52670;-4.6019423579999925;52670;491.53254194949159;52670;-0.034088461911111055;52670;-0.056240156292915344;52670;1617.7867431640625;52670;3775.8779296875;52670;1616.7124541305311;52670;3844.6483909703566;52670;-0.057944579388470752;52670;1
52680;2.5566346433333442;52680;490.64689772976277;52680;0.018938034395061809;52680;-0.056240156292915344;52680;1617.7867431640625;52680;3775.8779296875;52680;1616.3679271896333;52680;3844.6171335050058;52680;-0.058493782385927506;52680;1
52690;5.3689327510000071;52690;491.975364059356;52690;0.039769872229629681;52690;-0.056240156292915344;52690;1617.7867431640625;52690;3775.8779296875;52690;1615.976591670827;52690;3844.6202082811542;52690;-0.059118737520964526;52690;1
52700;-0.76699039300001459;52700;476.91941232396618;52700;-0.0056814103185186269;52700;-0.056393284350633621;52700;1617.8056640625;52700;3776.07373046875;52700;1616.1307378425447;52700;3844.596826323399;52700;-0.058872543073828831;52700;1
52710;-8.6925577873333282;52710;484.4473881916611;52710;-0.064389316943209832;52710;-0.056393284350633621;52710;1617.8056640625;52710;3776.07373046875;52710;1616.6502780521269;52710;3844.739530469109;52710;-0.058230273686954659;52710;1
52720;-7.669903929999994;52720;497.73205148759331;52720;-0.056814103185185143;52720;-0.056393284350633621;52720;1617.8056640625;52720;3776.07373046875;52720;1616.9390708255849;52720;3844.5368945200535;52720;-0.057775760861473069;52720;1
52730;4.6019423579999925;52730;493.30383038894928;52730;0.034088461911111055;52730;-0.056393284350633621;52730;1617.8056640625;52730;3776.07373046875;52730;1616.7071643683964;52730;3844.4353804178172;52730;-0.058154521549374394;52730;1
52740;9.7152116446666614;52740;482.67609975220341;52740;0.071964530701234528;52740;-0.056393284350633621;52740;1617.8056640625;52740;3776.07373046875;52740;1616.2534445442129;52740;3844.512429675884;52740;-0.0588741668563868;52740;1
52750;0.51132692866665741;52750;478.24787865355944;52750;0.0037876068790122772;52750;-0.056393284350633621;52750;1617.8056640625;52750;3776.07373046875;52750;1616.2897449593384;52750;3844.5332070460317;52750;-0.058817352753201657;52750;1
52760;-8.9482212516666664;52760;484.00456608179667;52760;-0.06628312038271604;52760;-0.055587917566299438;52760;1617.91796875;52760;3776.064697265625;52760;1616.9213580782448;52760;3844.499478529131;52760;-0.057794698895868191;52760;1
52770;-9.203884715999985;52770;494.18947460867804;52770;-0.06817692382222211;52770;-0.055587917566299438;52770;1617.91796875;52770;3776.064697265625;52770;1617.53152286277;52770;3844.3705496679722;52770;-0.056193934666941558;52770;1
52780;2.0453077146666678;52780;498.61769570732213;52780;0.01515042751604939;52780;-0.055587917566299438;52780;1617.91796875;52780;3776.064697265625;52780;1617.3372877095287;52780;3844.2211796621923;52780;-0.05651588125165774;52780;1
52790;11.504855894999992;52790;491.08971983962721;52790;0.085221154777777711;52790;-0.055587917566299438;52790;1617.91796875;52790;3776.064697265625;52790;1616.7662331959475;52790;3844.2231103938284;52790;-0.0574249069026207;52790;1
