SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True
SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVYfromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVXfromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVThetafromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[3];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[2];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[1];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[0];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstY;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstX;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstTheta;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutDebugCase
NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1
Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350

34780;8.43689432299999;34780;478.69070076342382;34780;0.06249551350370363;34780;0.77940690517425537;34780;-0.056518051773309708;34780;1617.7899169921875;34780;3776.12841796875;34780;1619.4483137016198;34780;3860.9922449534588;34780;-0.053885664992396082;34780;2
34790;4.6019423580000121;34790;477.36223443383057;34790;0.0340884619111112;34790;0.77940690517425537;34790;-0.056518051773309708;34790;1617.7899169921875;34790;3776.12841796875;34790;1619.6405317017934;34790;3865.9837461518655;34790;-0.053582656442075105;34790;2
34800;-5.1132692866666689;34800;495.0751188284068;34800;-0.037876068790123472;34800;0.19684231281280518;34800;-0.056092556565999985;34800;1617.8321533203125;34800;3775.8525390625;34800;1620.0237014509664;34800;3870.7560388672846;34800;-0.052957701307038058;34800;2
34810;-6.6472500726666794;34810;511.90235900325433;34810;-0.049238889427160586;34810;0.19684231281280518;34810;-0.056092556565999985;34810;1617.8321533203125;34810;3775.8525390625;34810;1619.7089327225826;34810;3845.2449477698265;34810;-0.053081409097185145;34810;1
34820;3.5792885006666588;34820;503.931561025695;34820;0.026513248153086363;34820;0.19684231281280518;34820;-0.056092556565999985;34820;1617.8321533203125;34820;3775.8525390625;34820;1619.4703665416666;34820;3850.190211974892;34820;-0.053460169785086387;34820;2
34830;10.993528966333335;34830;471.60554700559334;34830;0.081433547898765432;34830;0.19684231281280518;34830;-0.056092556565999985;34830;1617.8321533203125;34830;3775.8525390625;34830;1619.1520214059283;34830;3855.299759653818;34830;-0.053952558679358;34830;2
34840;6.3915866083333412;34840;466.29168168722038;34840;0.047345085987654377;34840;0.19684231281280518;34840;-0.056092556565999985;34840;1617.8321533203125;34840;3775.8525390625;34840;1619.3213946837568;34840;3860.3363552940455;34840;-0.053687426197827126;34840;2
34850;-4.6019423580000121;34850;490.64689772976277;34850;-0.0340884619111112;34850;0.85861504077911377;34850;-0.056667104363441467;34850;1617.7718505859375;34850;3776.073486328125;34850;1619.814586469922;34850;3865.027839795418;34850;-0.052873090718839472;34850;2
34860;-10.22653857333332;34860;516.33058010189836;34860;-0.0757521375802468;34860;0.85861504077911377;34860;-0.056667104363441467;34860;1617.7718505859375;34860;3776.073486328125;34860;1619.5266847155085;34860;3844.9625172311262;34860;-0.053788523135392091;34860;1
34870;-1.5339807859999912;34870;511.01671478352546;34870;-0.011362820637036973;34870;0.85861504077911377;34870;-0.056667104363441467;34870;1617.7718505859375;34870;3776.073486328125;34870;1619.3134704365953;34870;3849.8645673414167;34870;-0.0541294077545032;34870;2
34880;10.22653857333332;34880;472.04836911545772;34880;0.0757521375802468;34880;0.85861504077911377;34880;-0.056667104363441467;34880;1617.7718505859375;34880;3776.073486328125;34880;1618.82074084823;34880;3855.005326288956;34880;-0.054886929130305656;34880;2
34890;11.249192430666673;34890;450.79290784196621;34890;0.083327351338271641;34890;0.85861504077911377;34890;-0.056667104363441467;34890;1617.7718505859375;34890;3776.073486328125;34890;1618.747337367432;34890;3860.1149892443309;34890;-0.055000557336676026;34890;2
34900;-4.6019423580000121;34900;480.019167093017;34900;-0.0340884619111112;34900;0.991226851940155;34900;-0.0553586408495903;34900;1617.914794921875;34900;3776.04736328125;34900;1619.2065543072988;34900;3864.814196016725;34900;-0.05424303596087357;34900;2
34910;-16.362461717333321;34910;520.75880120054251;34910;-0.12120342012839498;34910;0.991226851940155;34910;-0.0553586408495903;34910;1617.914794921875;34910;3776.04736328125;34910;1619.1949255259915;34910;3844.4757015030782;34910;-0.053123952790973011;34910;1
34920;-5.8802596796666649;34920;525.629844409051;34920;-0.04355747910864196;34920;0.991226851940155;34920;-0.0553586408495903;34920;1617.914794921875;34920;3776.04736328125;34920;1618.9853333753936;34920;3849.2715360493712;34920;-0.053464837410084121;34920;2
34930;14.572817466999993;34930;468.94861434640683;34930;0.1079467960518518;34930;0.991226851940155;34930;-0.0553586408495903;34930;1617.914794921875;34930;3776.04736328125;34930;1618.1932758812745;34930;3854.421137086747;34930;-0.054676871611368083;34930;2
34940;16.362461717333321;34940;436.62260032630519;34940;0.12120342012839498;34940;0.991226851940155;34940;-0.0553586408495903;34940;1617.914794921875;34940;3776.04736328125;34940;1617.905650337256;34940;3859.6698895694963;34940;-0.055112446402454496;34940;2
34950;-3.834951964999997;34950;470.71990278586446;34950;-0.028407051592592571;34950;0.991226851940155;34950;-0.0553586408495903;34950;1617.914794921875;34950;3776.04736328125;34950;1618.5557627508181;34950;3864.316379733089;34950;-0.054032978441935969;34950;2
34960;-9.970875109;34960;510.57389267366108;34960;-0.073858334140740736;34960;0.7747185230255127;34960;-0.057396136224269867;34960;1617.731689453125;34960;3776.13330078125;34960;1619.2460937842832;34960;3868.6307911171771;34960;-0.052820944240652007;34960;2
34970;12.527509752333325;34970;499.06051781718651;34970;0.0927963685358024;34970;0.7747185230255127;34970;-0.057396136224269867;34970;1617.731689453125;34970;3776.13330078125;34970;1618.725087483155;34970;3843.7099517269717;34970;-0.055445518681578487;34970;1
34980;25.566346433333326;34980;456.99241738006788;34980;0.18938034395061723;34980;0.7747185230255127;34980;-0.057396136224269867;34980;1617.731689453125;34980;3776.13330078125;34980;1618.2488919529187;34980;3848.7944133149886;34980;-0.056184102022985904;34980;2
34990;11.76051935933333;34990;441.93646564467804;34990;0.087114958217283919;34990;0.7747185230255127;34990;-0.057396136224269867;34990;1617.731689453125;34990;3776.13330078125;34990;1618.8360737256003;34990;3853.7519380461708;34990;-0.05525613833762788;34990;2
35000;-14.317154002666655;35000;475.59094599437293;35000;-0.10605299261234559;35000;0.7747185230255127;35000;-0.057396136224269867;35000;1617.731689453125;35000;3776.13330078125;35000;1619.9474560447868;35000;3858.19202814682;35000;-0.0533623348981217;35000;2
35010;-21.987057932666669;35010;522.53008964;35010;-0.16286709579753086;35010;1.1527453660964966;35010;-0.057116687297821045;35010;1617.83544921875;35010;3775.947265625;35010;1620.4491212661092;35010;3862.5844018733978;35010;-0.052491185315948874;35010;2
35020;-0.2556634643333382;35020;525.629844409051;35020;-0.0018938034395062089;35020;1.1527453660964966;35020;-0.057116687297821045;35020;1617.83544921875;35020;3775.947265625;35020;1619.6659312235661;35020;3842.6868445673026;35020;-0.053726779141105019;35020;1
35030;27.867317612333334;35030;466.29168168722038;35030;0.20642457490617283;35030;1.1527453660964966;35030;-0.057116687297821045;35030;1617.83544921875;35030;3775.947265625;35030;1618.6016981029288;35030;3847.8073445814134;35030;-0.055355450099080328;35030;2
35040;23.00971179;35040;426.88051390928814;35040;0.17044230955555556;35040;1.1527453660964966;35040;-0.057116687297821045;35040;1617.83544921875;35040;3775.947265625;35040;1618.5891870827479;35040;3853.0636287579118;35040;-0.055374388133475394;35040;2
35050;-11.504855894999992;35050;460.09217214911871;35050;-0.085221154777777711;35050;1.1527453660964966;35050;-0.057116687297821045;35050;1617.83544921875;35050;3775.947265625;35050;1619.8176633769406;35050;3857.570434497542;35050;-0.053310142384413672;35050;2
35060;-15.851134788666665;35060;502.1602725862374;35060;-0.1174158132493827;35060;0.36876600980758667;35060;-0.055437900125980377;35060;1617.8890380859375;35060;3776.146484375;35060;1620.7684936765363;35060;3861.7383552910051;35060;-0.051605719288858126;35060;2
35070;18.66343289633333;35070;495.51794093827124;35070;0.13824765108395057;35070;0.36876600980758667;35070;-0.055437900125980377;35070;1617.8890380859375;35070;3776.146484375;35070;1620.4443654190154;35070;3842.2747753844942;35070;-0.05070339152721498;35070;1
35080;41.161817757666675;35080;460.09217214911865;35080;0.30490235376049385;35080;0.36876600980758667;35080;-0.055437900125980377;35080;1617.8890380859375;35080;3776.146484375;35080;1619.6986837576926;35080;3847.2432337614728;35080;-0.05187754965970881;35080;2
35090;14.061490538333336;35090;443.26493197427129;35090;0.10415918917283952;35090;0.36876600980758667;35090;-0.055437900125980377;35090;1617.8890380859375;35090;3776.146484375;35090;1620.5663992736543;35090;3852.1254161766719;35090;-0.050495073148869307;35090;2
35100;-13.805827073999998;35100;452.56419628142379;35100;-0.10226538573333331;35100;0.36876600980758667;35100;-0.055437900125980377;35100;1617.8890380859375;35100;3776.146484375;35100;1622.3402289439475;35100;3856.390558438331;35100;-0.047446049611264363;35100;2
35110;-2.8122981076666633;35110;465.40603746749161;35110;-0.020831837834567875;35110;0.46598520874977112;35110;-0.056667070835828781;35110;1617.7861328125;35110;3776.2255859375;35110;1622.9409485321553;35110;3860.7845644146328;35110;-0.046404457719535969;35110;2
35120;17.385115574666656;35120;501.27462836650852;35120;0.12877863388641966;35120;0.46598520874977112;35120;-0.056667070835828781;35120;1617.7861328125;35120;3776.2255859375;35120;1621.8341073796073;35120;3841.3532432545289;35120;-0.049489555800100421;35120;1
35130;19.941750218;35130;507.47413790461025;35130;0.14771666828148147;35130;0.46598520874977112;35130;-0.056667070835828781;35130;1617.7861328125;35130;3776.2255859375;35130;1621.7090448817105;35130;3846.0057080039714;35130;-0.049697874178446094;35130;2
35140;-2.5566346433333251;35140;485.33303241138992;35140;-0.018938034395061667;35140;0.46598520874977112;35140;-0.056667070835828781;35140;1617.7861328125;35140;3776.2255859375;35140;1622.5252083068106;35140;3850.9546196815309;35140;-0.048410087839581895;35140;2
35150;-23.00971179;35150;465.84885957735605;35150;-0.17044230955555556;35150;0.46598520874977112;35150;-0.056667070835828781;35150;1617.7861328125;35150;3776.2255859375;35150;1623.4693547986142;35150;3855.94474541205;35150;-0.046932921156767088;35150;2
35160;-16.61812518166666;35160;471.60554700559334;35160;-0.12309722356790119;35160;0.20548520982265472;35160;-0.058080200105905533;35160;1617.6812744140625;35160;3775.9697265625;35160;1623.3518859940696;35160;3860.7967212933781;35160;-0.047122301500717695;35160;2
35170;9.203884715999985;35170;508.35978212433906;35170;0.06817692382222211;35170;0.20548520982265472;35170;-0.058080200105905533;35170;1617.6812744140625;35170;3775.9697265625;35170;1621.7399043085547;35170;3841.4682972466608;35170;-0.051243569689288254;35170;1
35180;22.498384861333324;35180;527.843954958373;35180;0.16665470267654314;35180;0.20548520982265472;35180;-0.058080200105905533;35180;1617.6812744140625;35180;3775.9697265625;35180;1620.9959122186626;35180;3846.1282619649046;35180;-0.052474541924967255;35180;2
35190;2.3009711789999869;35190;499.06051781718651;35190;0.017044230955555458;35190;0.20548520982265472;35190;-0.058080200105905533;35190;1617.6812744140625;35190;3775.9697265625;35190;1621.4340528774105;35190;3851.1937797785822;35190;-0.051792772686745037;35190;2
35200;-27.867317612333334;35200;465.40603746749156;35200;-0.20642457490617283;35200;0.20548520982265472;35200;-0.058080200105905533;35200;1617.6812744140625;35200;3775.9697265625;35200;1622.5315300552011;35200;3856.3617663937912;35200;-0.050126225659979595;35200;2
35210;-30.423952255666677;35210;466.29168168722038;35210;-0.22536260930123464;35210;0.69434493780136108;35210;-0.057999081909656525;35210;1617.7862548828125;35210;3775.89111328125;35210;1622.6395933337153;35210;3861.3512545257609;35210;-0.049955783350424054;35210;2
35220;-0.2556634643333382;35220;507.03131579474581;35220;-0.0018938034395062089;35220;0.69434493780136108;35220;-0.057999081909656525;35220;1617.7862548828125;35220;3775.89111328125;35220;1620.6030512863349;35220;3842.2968777855504;35220;-0.053662272033187353;35220;1
35230;16.61812518166666;35230;514.1164695525764;35230;0.12309722356790119;35230;0.69434493780136108;35230;-0.057999081909656525;35230;1617.7862548828125;35230;3775.89111328125;35230;1619.2645304872565;35230;3846.7738987815464;35230;-0.055915898126199709;35230;2
35240;-5.8802596796666649;35240;488.43278718044076;35240;-0.04355747910864196;35240;0.69434493780136108;35240;-0.057999081909656525;35240;1617.7862548828125;35240;3775.89111328125;35240;1619.2523716864396;35240;3851.8441980054185;35240;-0.055934836160594775;35240;2
35250;-37.83819272133335;35250;454.33548472088137;35250;-0.28028290904691372;35250;0.69434493780136108;35250;-0.057999081909656525;35250;1617.7862548828125;35250;3775.89111328125;35250;1620.0485614836121;35250;3856.9260551897414;35250;-0.054703863924915774;35250;2
35260;-35.537221542333327;35260;459.20652792938989;35260;-0.263238678091358;35260;0.69434493780136108;35260;-0.057999081909656525;35260;1617.7862548828125;35260;3775.89111328125;35260;1619.7771329172608;35260;3861.8031899057451;35260;-0.055139438716002187;35260;2
35270;-15.084144395666669;35270;481.34763342261022;35270;-0.11173440293086422;35270;0.4065014123916626;35270;-0.055676989257335663;35270;1617.7852783203125;35270;3776.037109375;35270;1618.1566994823843;35270;3866.0645795421933;35270;-0.057942267806471326;35270;2
35280;-7.6699039300000136;35280;479.13352287328826;35280;-0.056814103185185282;35280;0.4065014123916626;35280;-0.055676989257335663;35280;1617.7852783203125;35280;3776.037109375;35280;1613.2836771451878;35280;3842.9213731982427;35280;-0.063782467978422075;35280;1
35290;-0.51132692866667639;35290;491.53254194949159;35290;-0.0037876068790124178;35290;0.4065014123916626;35290;-0.055676989257335663;35290;1617.7852783203125;35290;3776.037109375;35290;1612.5970638137612;35290;3847.6880145414189;35290;-0.0648998120077307;35290;2
35300;-5.8802596796666649;35300;501.71745047637296;35300;-0.04355747910864196;35300;0.4065014123916626;35300;-0.055676989257335663;35300;1617.7852783203125;35300;3776.037109375;35300;1612.2484195343961;35300;3852.4672637694039;35300;-0.065467953039582555;35300;2
35310;-15.084144395666669;35310;499.94616203691538;35310;-0.11173440293086422;35310;0.4065014123916626;35310;-0.055676989257335663;35310;1617.7852783203125;35310;3776.037109375;35310;1612.2246890259291;35310;3857.3825345643882;35310;-0.065505829108372687;35310;2
35320;-13.038836681000001;35320;493.74665249881366;35320;-0.096583975414814824;35320;1.0268701314926148;35320;-0.057690665125846863;35320;1617.7197265625;35320;3775.916748046875;35320;1611.9474758246968;35320;3862.3923899113724;35320;-0.0659414038994591;35320;2
35330;0.25566346433331927;35330;478.69070076342382;35330;0.0018938034395060686;35330;1.0268701314926148;35330;-0.057690665125846863;35330;1617.7197265625;35330;3775.916748046875;35330;1611.6706744695275;35330;3843.1039536280314;35330;-0.0681065840431308;35330;1
35340;7.9255673943333322;35340;487.54714296071194;35340;0.058707906624691351;35340;1.0268701314926148;35340;-0.057690665125846863;35340;1617.7197265625;35340;3775.916748046875;35340;1611.0647547270762;35340;3848.0058347034237;35340;-0.069072423797278959;35340;2
35350;-1.0226538573333339;35350;508.359782124339;35350;-0.007575213758024695;35350;1.0268701314926148;35350;-0.057690665125846863;35350;1617.7197265625;35350;3775.916748046875;35350;1611.0763768126717;35350;3852.7927282851997;35350;-0.069053485762883893;35350;2
35360;-10.482202037666658;35360;513.23082533284753;35360;-0.077645941019753015;35360;1.0268701314926148;35360;-0.057690665125846863;35360;1617.7197265625;35360;3775.916748046875;35360;1611.4415602733927;35360;3857.6551499208445;35360;-0.068466406696636978;35360;2
35370;-10.482202037666676;35370;500.83180625664414;35370;-0.077645941019753154;35370;1.0268701314926148;35370;-0.057690665125846863;35370;1617.7197265625;35370;3775.916748046875;35370;1611.3928250563829;35370;3862.7385244170691;35370;-0.068542158834217215;35370;2
35380;2.0453077146666678;35380;482.67609975220341;35380;0.01515042751604939;35380;0.766822338104248;35380;-0.056095577776432037;35380;1617.843994140625;35380;3776.021484375;35380;1610.8902162548334;35380;3867.8472385464511;35380;-0.069318618244414737;35380;2
35390;13.038836681000001;35390;478.69070076342382;35390;0.096583975414814824;35390;0.766822338104248;35390;-0.056095577776432037;35390;1617.843994140625;35390;3776.021484375;35390;1611.0971031048432;35390;3843.6522829160776;35390;-0.067231142000728272;35390;1
35400;7.1585770013333372;35400;500.38898414677976;35400;0.053026496306172864;35400;0.766822338104248;35400;-0.056095577776432037;35400;1617.843994140625;35400;3776.021484375;35400;1611.1906785297852;35400;3848.4781801067993;35400;-0.06707963772556777;35400;2
35410;-6.902913536999999;35410;517.65904643149156;35410;-0.051132692866666656;35410;0.766822338104248;35410;-0.056095577776432037;35410;1617.843994140625;35410;3776.021484375;35410;1611.7820792334944;35410;3853.2302033636433;35410;-0.066113797971419613;35410;2
35420;-13.294500145333339;35420;513.673647442712;35420;-0.098477778854321033;35420;0.766822338104248;35420;-0.056095577776432037;35420;1617.843994140625;35420;3776.021484375;35420;1612.1187788010036;35420;3858.2232656974475;35420;-0.0655835330083579;35420;2
35430;0;35430;477.36223443383057;35430;0;35430;0.15012529492378235;35430;-0.05623466894030571;35430;1617.6839599609375;35430;3776.036376953125;35430;1611.7852622030152;35430;3863.3895622951695;35430;-0.066094859937024575;35430;2
35440;17.385115574666656;35440;466.73450379708481;35440;0.12877863388641966;35440;0.15012529492378235;35440;-0.05623466894030571;35440;1617.6839599609375;35440;3776.036376953125;35440;1615.4530368676471;35440;3845.4774096787996;35440;-0.059662453165811868;35440;1
35450;15.084144395666669;35450;494.63229671854236;35450;0.11173440293086422;35450;0.15012529492378235;35450;-0.05623466894030571;35450;1617.6839599609375;35450;3776.036376953125;35450;1615.4530368676471;35450;3850.2510320231377;35450;-0.059662453165811868;35450;2
35460;-4.3462788936666739;35460;522.0872675301357;35460;-0.032194658471604992;35460;0.15012529492378235;35460;-0.05623466894030571;35460;1617.6839599609375;35460;3776.036376953125;35460;1616.2248428333608;35460;3854.85740255525;35460;-0.058374666826947669;35460;2
35470;-16.362461717333343;35470;518.98751276108487;35470;-0.12120342012839512;35470;0.15012529492378235;35470;-0.05623466894030571;35470;1617.6839599609375;35470;3776.036376953125;35470;1616.9262688373924;35470;3859.7560621267849;35470;-0.057257322797639038;35470;2
35480;-4.3462788936666739;35480;483.11892186206785;35480;-0.032194658471604992;35480;0.6021074652671814;35480;-0.056613307446241379;35480;1617.8609619140625;35480;3775.888427734375;35480;1616.7147733932413;35480;3864.972830300936;35480;-0.057579269382355081;35480;2
35490;17.640779039000012;35490;457.43523948993231;35490;0.13067243732592604;35490;0.6021074652671814;35490;-0.056613307446241379;35490;1617.8609619140625;35490;3775.888427734375;35490;1617.704451901574;35490;3845.3915315174772;35490;-0.056632245480636445;35490;1
35500;20.708740610999996;35500;478.69070076342382;35500;0.15339807859999996;35500;0.6021074652671814;35500;-0.056613307446241379;35500;1617.8609619140625;35500;3775.888427734375;35500;1617.5055000160692;35500;3850.2188181701831;35500;-0.056954192065352488;35500;2
35510;0.2556634643333382;35510;518.54469065122044;35510;0.0018938034395062089;35510;0.6021074652671814;35510;-0.056613307446241379;35510;1617.8609619140625;35510;3775.888427734375;35510;1618.2764459680402;35510;3854.7311858281173;35510;-0.055647467692093222;35510;2
35520;-22.498384861333324;35520;536.700397155661;35520;-0.16665470267654314;35520;0.6021074652671814;35520;-0.056613307446241379;35520;1617.8609619140625;35520;3775.888427734375;35520;1619.2125275802846;35520;3859.4302405318558;35520;-0.054113486906093217;35520;2
35530;-13.55016360966666;35530;484.00456608179667;35530;-0.1003715822938271;35530;0.6021074652671814;35530;-0.056613307446241379;35530;1617.8609619140625;35530;3775.888427734375;35530;1619.22490442166;35530;3864.6156732978297;35530;-0.05409454887169815;35530;2
35540;18.919096360666668;35540;438.39388876576282;35540;0.14014145452345678;35540;0.099952928721904755;35540;-0.056982383131980896;35540;1617.64453125;35540;3776.17724609375;35540;1618.1127357936725;35540;3869.8709972940987;35540;-0.055761095898463592;35540;2
35550;31.957933041666667;35550;460.97781636884753;35550;0.23672542993827161;35550;0.099952928721904755;35550;-0.056982383131980896;35550;1617.64453125;35550;3776.17724609375;35550;1617.2706732876591;35550;3845.3443954554614;35550;-0.057209639544721663;35550;1
35560;8.43689432299999;35560;519.4303348709492;35560;0.06249551350370363;35560;0.099952928721904755;35560;-0.056982383131980896;35560;1617.64453125;35560;3776.17724609375;35560;1618.0703720111687;35560;3849.6589284942784;35560;-0.055808224999487094;35560;2
35570;-16.362461717333343;35570;527.84395495837293;35570;-0.12120342012839512;35570;0.099952928721904755;35570;-0.056982383131980896;35570;1617.64453125;35570;3776.17724609375;35570;1619.4621267793293;35570;3854.065197248241;35570;-0.053440970700104368;35570;2
35580;-1.7896442503333294;35580;462.74910480830516;35580;-0.013256624076543181;35580;0.099952928721904755;35580;-0.056982383131980896;35580;1617.64453125;35580;3776.17724609375;35580;1619.8707404018437;35580;3859.2440909818961;35580;-0.05281601556506732;35580;2
35590;29.145634934000004;35590;409.16762951471196;35590;0.21589359210370374;35590;0.78886610269546509;35590;-0.057291246950626373;35590;1617.7781982421875;35590;3776.024658203125;35590;1619.0701164689328;35590;3864.4640237795484;35590;-0.054028049766351283;35590;2
35600;33.491913827666657;35600;442.37928775454242;35600;0.24808825057530859;35600;0.78886610269546509;35600;-0.057291246950626373;35600;1617.7781982421875;35600;3776.024658203125;35600;1618.9868946001241;35600;3844.3001533716269;35600;-0.054791426410478211;35600;1
35610;27.611654147999996;35610;489.76125351003395;35610;0.20453077146666662;35610;0.78886610269546509;35610;-0.057291246950626373;35610;1617.7781982421875;35610;3776.024658203125;35610;1620.1481052694917;35610;3848.2344069843448;35610;-0.052632490489441186;35610;2
35620;18.919096360666668;35620;481.7904555324746;35620;0.14014145452345678;35620;0.78886610269546509;35620;-0.057291246950626373;35620;1617.7781982421875;35620;3776.024658203125;35620;1621.5590380055769;35620;3852.4405195680556;35620;-0.05015160798368809;35620;2
35630;-3.3236250363333206;35630;460.09217214911871;35630;-0.024619444713580154;35630;0.78886610269546509;35630;-0.057291246950626373;35630;1617.7781982421875;35630;3776.024658203125;35630;1622.824142268084;35630;3857.1799668030653;35630;-0.048106300269021435;35630;2
35640;-16.61812518166666;35640;467.17732590694914;35640;-0.12309722356790119;35640;0.45161989331245422;35640;-0.05678236111998558;35640;1617.728515625;35640;3776.103271484375;35640;1623.6844586977043;35640;3861.9242110174637;35640;-0.046704885723786865;35640;2
35650;-2.0453077146666678;35650;495.07511882840686;35650;-0.01515042751604939;35650;0.45161989331245422;35650;-0.05678236111998558;35650;1617.728515625;35650;3776.103271484375;35650;1623.2162804646432;35650;3842.0144334130591;35650;-0.047010335372133727;35650;1
35660;23.265375254333339;35660;506.14567157501705;35660;0.17233611299506177;35660;0.45161989331245422;35660;-0.05678236111998558;35660;1617.728515625;35660;3776.103271484375;35660;1622.4777256359262;35660;3846.6304509994197;35660;-0.048241307607812728;35660;2
35670;20.708740611000014;35670;490.20407561989833;35670;0.17044230955555556;35670;0.45161989331245422;35670;-0.05678236111998558;35670;1617.728515625;35670;3776.103271484375;35670;1622.3822717784494;35670;3851.580324151103;35670;-0.04839281188297323;35670;2
35680;-7.9255673943333322;35680;470.71990278586446;35680;-0.058707906624691351;35680;0.45161989331245422;35680;-0.05678236111998558;35680;1617.728515625;35680;3776.103271484375;35680;1623.4794396725813;35680;3856.526908272097;35680;-0.046669450753022618;35680;2
35690;-28.122981076666672;35690;472.04836911545766;35690;-0.20831837834567904;35690;0.45161989331245422;35690;-0.05678236111998558;35690;1617.728515625;35690;3776.103271484375;35690;1624.5150020021865;35690;3861.3227918643779;35690;-0.044965027657467072;35690;2
35700;-14.572817467000013;35700;494.63229671854242;35700;-0.10794679605185194;35700;0.16884668171405792;35700;-0.056056410074234009;35700;1617.77490234375;35700;3775.844970703125;35700;1624.1596917880813;35700;3866.0172310003636;35700;-0.045552106723713987;35700;2
35710;15.851134788666665;35710;512.78800322298309;35710;0.1174158132493827;35710;0.16884668171405792;35710;-0.056056410074234009;35710;1617.77490234375;35710;3775.844970703125;35710;1621.546726458246;35710;3841.6564736365026;35710;-0.049560664276727867;35710;1
35720;25.055019504666671;35720;511.01671478352546;35720;0.18559273707160495;35720;0.16884668171405792;35720;-0.056056410074234009;35720;1617.77490234375;35720;3775.844970703125;35720;1620.8689431448445;35720;3846.5583056793894;35720;-0.050640132237246394;35720;2
35730;-2.3009711789999869;35730;471.60554700559334;35730;-0.017044230955555458;35730;0.16884668171405792;35730;-0.056056410074234009;35730;1617.77490234375;35730;3775.844970703125;35730;1621.6270747895519;35730;3851.6323096093884;35730;-0.049465974104752564;35730;2
35740;-34.514567684999996;35740;458.32088370966113;35740;-0.25566346433333331;35740;0.16884668171405792;35740;-0.056056410074234009;35740;1617.77490234375;35740;3775.844970703125;35740;1622.816296964585;35740;3856.6084862840517;35740;-0.047610046734036515;35740;2
35750;-28.634308005333327;35750;493.30383038894928;35750;-0.21210598522469132;35750;0.15188489854335785;35750;-0.056048385798931122;35750;1617.76953125;35750;3776.05224609375;35750;1622.7129129481382;35750;3861.323464586083;35750;-0.047780489043592056;35750;2
35760;-3.5792885006666588;35760;501.27462836650852;35760;-0.026513248153086363;35760;0.15188489854335785;35760;-0.056048385798931122;35760;1617.76953125;35760;3776.05224609375;35760;1619.1136841766975;35760;3842.7116520328264;35760;-0.054249272531400272;35760;1
35770;3.3236250363333397;35770;468.94861434640683;35770;0.024619444713580293;35770;0.15188489854335785;35770;-0.056048385798931122;35770;1617.76953125;35770;3776.05224609375;35770;1617.7952590677594;35770;3847.4738589266162;35770;-0.056370332383647193;35770;2
35780;-6.135923144000003;35780;458.76370581952546;35780;-0.045451282548148168;35780;0.15188489854335785;35780;-0.056048385798931122;35780;1617.76953125;35780;3776.05224609375;35780;1617.6265901465517;35780;3852.4838945781894;35780;-0.056635464865178065;35780;2
35790;-18.919096360666686;35790;490.64689772976277;35790;-0.14014145452345694;35790;0.15188489854335785;35790;-0.056048385798931122;35790;1617.76953125;35790;3776.05224609375;35790;1617.7752572071327;35790;3857.1711414292931;35790;-0.056389270418042259;35790;2
35800;-16.362461717333343;35800;522.53008964;35800;-0.12120342012839512;35800;0.932869017124176;35800;-0.057314619421958923;35800;1617.7481689453125;35800;3776.006103515625;35800;1617.5055191397723;35800;3861.7512527934441;35800;-0.056843783243523738;35800;2
35810;-1.5339807859999912;35810;511.90235900325433;35810;-0.011362820637036973;35810;0.932869017124176;35810;-0.057314619421958923;35810;1617.7481689453125;35810;3776.006103515625;35810;1615.4665443130475;35810;3842.88875913257;35810;-0.061329482713712025;35810;1
35820;7.669903929999994;35820;480.019167093017;35820;0.056814103185185143;35820;0.932869017124176;35820;-0.057314619421958923;35820;1617.7481689453125;35820;3776.006103515625;35820;1614.6723452092306;35820;3848.0559431100146;35820;-0.062541516914995987;35820;2
