SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True
SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVYfromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVXfromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InVThetafromMotors;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[3];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[2];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[1];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalInports.TcModuleInput_InCameraPose[0];SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstY;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstX;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutEstTheta;SymbolName;Object3 (DraftSimpleEstimator_R2021b).AdditionalOutports.TcModuleOutput_OutDebugCase
NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1;NetID;5.53.205.214.1.1
Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350;Port;350

35830;1.7896442503333294;35830;448.57879729264414;35830;0.013256624076543181;35830;0.932869017124176;35830;-0.057314619421958923;35830;1617.7481689453125;35830;3776.006103515625;35830;1614.5988410964342;35830;3853.1744619358487;35830;-0.062655145121366357;35830;2
35840;-13.55016360966666;35840;480.4619892028814;35840;-0.1003715822938271;35840;0.932869017124176;35840;-0.057314619421958923;35840;1617.7481689453125;35840;3776.006103515625;35840;1614.9479882759711;35840;3857.9625533162753;35840;-0.062087004089514508;35840;2
35850;-17.385115574666674;35850;527.843954958373;35850;-0.12877863388641983;35850;0.932869017124176;35850;-0.057314619421958923;35850;1617.7481689453125;35850;3776.006103515625;35850;1615.0253478090617;35850;3862.447709893625;35850;-0.061954437848749072;35850;2
35860;4.3462788936666739;35860;517.65904643149156;35860;0.032194658471604992;35860;0.57414275407791138;35860;-0.05606083944439888;35860;1617.7960205078125;35860;3776.02783203125;35860;1614.4090901737509;35860;3867.2145704461464;35860;-0.062958153671687334;35860;2
35870;24.799356040333333;35870;465.40603746749161;35870;0.18369893363209874;35870;0.57414275407791138;35870;-0.05606083944439888;35870;1617.7960205078125;35870;3776.02783203125;35870;1613.000304987318;35870;3843.4756963064137;35870;-0.063844371580769249;35870;1
35880;13.805827073999998;35880;439.27953298549158;35880;0.10226538573333331;35880;0.57414275407791138;35880;-0.05606083944439888;35880;1617.7960205078125;35880;3776.02783203125;35880;1613.2103750270776;35880;3848.6482052167639;35880;-0.0635224249960532;35880;2
35890;-15.084144395666669;35890;475.14812388450849;35890;-0.11173440293086422;35890;0.57414275407791138;35890;-0.05606083944439888;35890;1617.7960205078125;35890;3776.02783203125;35890;1614.30434166619;35890;3853.1786594731966;35890;-0.061685435659732224;35890;2
35900;-17.640779039000012;35900;523.85855596959323;35900;-0.13067243732592604;35900;0.57414275407791138;35900;-0.05606083944439888;35900;1617.7960205078125;35900;3776.02783203125;35900;1614.8901269378187;35900;3857.5344104430824;35900;-0.060662781802398896;35900;2
35910;15.851134788666665;35910;506.58849368488137;35910;0.1174158132493827;35910;0.57414275407791138;35910;-0.05606083944439888;35910;1617.7960205078125;35910;3776.02783203125;35910;1614.2104261869411;35910;3862.2394432796909;35910;-0.061780125831707527;35910;2
35920;39.372173507333343;35920;458.76370581952551;35920;0.29164572968395069;35920;0.078699387609958649;35920;-0.056861452758312225;35920;1617.6982421875;35920;3776.124267578125;35920;1613.3529300714035;35920;3867.4103811817167;35920;-0.0630868502049668;35920;2
35930;17.385115574666674;35930;433.08002344738986;35930;0.12877863388641983;35930;0.078699387609958649;35930;-0.056861452758312225;35930;1617.6982421875;35930;3776.124267578125;35930;1615.7515722815717;35930;3844.0216560609369;35930;-0.0597021579175715;35930;1
35940;-8.9482212516666664;35940;449.46444151237296;35940;-0.06628312038271604;35940;0.078699387609958649;35940;-0.056861452758312225;35940;1617.6982421875;35940;3776.124267578125;35940;1617.4477459228415;35940;3848.3023599237449;35940;-0.056785700620731988;35940;2
35950;2.3009711789999869;35950;478.69070076342382;35950;0.017044230955555458;35950;0.078699387609958649;35950;-0.056861452758312225;35950;1617.6982421875;35950;3776.124267578125;35950;1618.1763317999219;35950;3852.5749724167044;35950;-0.055497914281867788;35950;2
35960;16.106798253000004;35960;515.887757992034;35960;0.11930961668888891;35960;0.078699387609958649;35960;-0.056861452758312225;35960;1617.6982421875;35960;3776.124267578125;35960;1617.78934512744;35960;3857.0538201256668;35960;-0.056160745485694941;35960;2
35970;15.339807860000008;35970;522.53008964;35970;0.11362820637037042;35970;0.13029083609580994;35970;-0.055821958929300308;35970;1617.76318359375;35970;3776.027099609375;35970;1617.893936695388;35970;3861.8396396741337;35970;-0.0559903031761394;35970;2
35980;-1.7896442503333294;35980;481.34763342261027;35980;-0.013256624076543181;35980;0.13029083609580994;35980;-0.055821958929300308;35980;1617.76318359375;35980;3776.027099609375;35980;1620.393827038994;35980;3842.3596577440821;35980;-0.051144264433720055;35980;1
35990;-16.873788645999998;35990;450.79290784196621;35990;-0.1249910270074074;35990;0.13029083609580994;35990;-0.055821958929300308;35990;1617.76318359375;35990;3776.027099609375;35990;1621.1387006167463;35990;3847.533869160482;35990;-0.050007982370016357;35990;2
36000;-10.226538573333338;36000;475.59094599437293;36000;-0.075752137580246945;36000;0.13029083609580994;36000;-0.055821958929300308;36000;1617.76318359375;36000;3776.027099609375;36000;1621.0569971694702;36000;3852.3466853058917;36000;-0.050140548610781793;36000;2
36010;1.2783173216666721;36010;508.80260423420339;36010;0.0094690171975309045;36010;0.13029083609580994;36010;-0.055821958929300308;36010;1617.76318359375;36010;3776.027099609375;36010;1620.327590921454;36010;3856.7984112156646;36010;-0.05139045888085586;36010;2
36020;-0.76699039300001459;36020;500.83180625664414;36020;-0.0056814103185186269;36020;0.13029083609580994;36020;-0.055821958929300308;36020;1617.76318359375;36020;3776.027099609375;36020;1619.8656929697072;36020;3861.53294216207;36020;-0.052147980256658316;36020;2
36030;-8.6925577873333282;36030;472.04836911545772;36030;-0.064389316943209832;36030;0.52910643815994263;36030;-0.056671410799026489;36030;1617.8046875;36030;3776.083251953125;36030;1619.9266534559763;36030;3866.6206190618132;36030;-0.052053290084683013;36030;2
36040;-12.783173216666683;36040;470.27708067600008;36040;-0.094690171975308754;36040;0.52910643815994263;36040;-0.056671410799026489;36040;1617.8046875;36040;3776.083251953125;36040;1619.4313941246644;36040;3843.1618289295011;36040;-0.05398220991492772;36040;1
36050;-6.135923144000003;36050;500.38898414677971;36050;-0.045451282548148168;36050;0.52910643815994263;36050;-0.056671410799026489;36050;1617.8046875;36050;3776.083251953125;36050;1619.0409099442886;36050;3847.8669372640052;36050;-0.054626103084359806;36050;2
36060;4.3462788936666739;36060;518.54469065122044;36060;0.032194658471604992;36060;0.52910643815994263;36060;-0.056671410799026489;36060;1617.8046875;36060;3776.083251953125;36060;1618.4690098464357;36060;3852.5365544314764;36060;-0.0555730048041129;36060;2
36070;5.1132692866666689;36070;508.359782124339;36070;0.037876068790123472;36070;0.52910643815994263;36070;-0.056671410799026489;36070;1617.8046875;36070;3776.083251953125;36070;1618.1803590694872;36070;3857.5324887014394;36070;-0.056027517629594376;36070;2
36080;-7.9255673943333322;36080;482.23327764233903;36080;-0.058707906624691351;36080;0.64048093557357788;36080;-0.057318411767482758;36080;1617.708251953125;36080;3775.999755859375;36080;1618.390714190125;36080;3862.7138494645496;36080;-0.055705571044878333;36080;2
36090;-15.595471324333326;36090;468.94861434640683;36090;-0.11552200980987649;36090;0.64048093557357788;36090;-0.057318411767482758;36090;1617.708251953125;36090;3775.999755859375;36090;1616.8994435230472;36090;3844.2666461444142;36090;-0.058928144691063;36090;1
36100;-7.1585770013333372;36100;493.30383038894928;36100;-0.053026496306172864;36100;0.64048093557357788;36100;-0.057318411767482758;36100;1617.708251953125;36100;3775.999755859375;36100;1616.5373779296785;36100;3849.0760206749037;36100;-0.059515223757309915;36100;2
36110;6.135923144000003;36110;524.30137807945766;36110;0.045451282548148168;36110;0.64048093557357788;36110;-0.057318411767482758;36110;1617.708251953125;36110;3775.999755859375;36110;1615.8419279732902;36110;3853.716274064589;36110;-0.060670443855408679;36110;2
36120;6.902913536999999;36120;526.51548862877974;36120;0.051132692866666656;36120;0.64048093557357788;36120;-0.057318411767482758;36120;1617.708251953125;36120;3775.999755859375;36120;1615.5089836541588;36120;3858.6385844479828;36120;-0.061200708818470395;36120;2
36130;-5.3689327510000071;36130;478.69070076342382;36130;-0.039769872229629681;36130;0.64048093557357788;36130;-0.057318411767482758;36130;1617.708251953125;36130;3775.999755859375;36130;1615.8084991791686;36130;3863.8733957063914;36130;-0.060746195992988916;36130;2
36140;-17.129452110333336;36140;457.43523948993231;36140;-0.12688483044691362;36140;0.64048093557357788;36140;-0.057318411767482758;36140;1617.708251953125;36140;3775.999755859375;36140;1616.1465423414529;36140;3869.1281409731537;36140;-0.060234869064322238;36140;2
36150;-11.504855894999992;36150;487.54714296071194;36150;-0.085221154777777711;36150;0.64048093557357788;36150;-0.057318411767482758;36150;1617.708251953125;36150;3775.999755859375;36150;1615.9025709670989;36150;3873.9091282364834;36150;-0.060632567786618546;36150;2
36160;8.6925577873333282;36160;526.0726665189153;36160;0.058707906624691351;36160;0.64048093557357788;36160;-0.057318411767482758;36160;1617.708251953125;36160;3775.999755859375;36160;1615.1537937422966;36160;3878.4250306173262;36160;-0.06190141609108768;36160;2
36170;16.873788645999998;36170;531.3865318372882;36170;0.1249910270074074;36170;0.64048093557357788;36170;-0.057318411767482758;36170;1617.708251953125;36170;3775.999755859375;36170;1614.6241721511556;36170;3883.2730156422649;36170;-0.062753627638865467;36170;2
36180;-1.278317321666653;36180;491.08971983962721;36180;-0.009469017197530764;36180;0.64048093557357788;36180;-0.057318411767482758;36180;1617.708251953125;36180;3775.999755859375;36180;1615.0196168402918;36180;3888.5195787648963;36180;-0.062166548572618552;36180;2
36190;-21.731394468333331;36190;453.89266261101704;36190;-0.16097329235802466;36190;0.69311559200286865;36190;-0.055879198014736176;36190;1617.8795166015625;36190;3776.112548828125;36190;1615.8494957989094;36190;3893.7709536334596;36190;-0.060916638302544485;36190;2
36200;-14.828480931333331;36200;471.1627248957289;36200;-0.109840599491358;36200;0.69311559200286865;36200;-0.055879198014736176;36200;1617.8795166015625;36200;3776.112548828125;36200;1616.9355866319825;36200;3845.7827229056229;36200;-0.057716187351057158;36200;1
36210;-0.25566346433331927;36210;502.60309469610172;36210;-0.0018938034395060686;36210;0.69311559200286865;36210;-0.055879198014736176;36210;1617.8795166015625;36210;3776.112548828125;36210;1615.9935875923768;36210;3850.2281383054642;36210;-0.0593259202746374;36210;2
36220;-3.3236250363333397;36220;499.06051781718651;36220;-0.024619444713580293;36220;0.69311559200286865;36220;-0.055879198014736176;36220;1617.8795166015625;36220;3776.112548828125;36220;1615.3297084785966;36220;3854.895116368416;36220;-0.060424326269550993;36220;2
36230;-4.8576058223333307;36230;478.69070076342382;36230;-0.035982265350617264;36230;0.69311559200286865;36230;-0.055879198014736176;36230;1617.8795166015625;36230;3776.112548828125;36230;1615.3176335395331;36230;3859.9211334607107;36230;-0.060443264303946059;36230;2
36240;-5.1132692866666689;36240;472.93401333518653;36240;-0.037876068790123472;36240;0.73903894424438477;36240;-0.057023804634809494;36240;1617.7950439453125;36240;3776.067138671875;36240;1615.1615538443984;36240;3864.9094080944396;36240;-0.060689458751081865;36240;2
36250;-3.3236250363333206;36250;490.20407561989833;36250;-0.024619444713580154;36250;0.73903894424438477;36250;-0.057023804634809494;36250;1617.7950439453125;36250;3776.067138671875;36250;1615.7485445001894;36250;3844.941120408379;36250;-0.060697783307451486;36250;1
36260;-0.76699039299999561;36260;508.80260423420339;36260;-0.0056814103185184863;36260;0.73903894424438477;36260;-0.057023804634809494;36260;1617.7950439453125;36260;3776.067138671875;36260;1615.5183624946337;36260;3849.6651323572978;36260;-0.061076543995352728;36260;2
36270;2.8122981076666633;36270;499.94616203691538;36270;0.020831837834567875;36270;0.73903894424438477;36270;-0.057023804634809494;36270;1617.7950439453125;36270;3776.067138671875;36270;1615.3644629861326;36270;3854.5648694079009;36270;-0.061322738442488534;36270;2
36280;1.2783173216666721;36280;478.69070076342382;36280;0.0094690171975309045;36280;0.73903894424438477;36280;-0.057023804634809494;36280;1617.7950439453125;36280;3776.067138671875;36280;1615.3278861978433;36280;3859.6527697580977;36280;-0.061379552545673705;36280;2
36290;-3.8349519650000161;36290;471.60554700559334;36290;-0.028407051592592714;36290;0.67665976285934448;36290;-0.0565398745238781;36290;1617.732421875;36290;3776.01171875;36290;1615.4601435180678;36290;3864.6505608098378;36290;-0.061171234167328031;36290;2
36300;-3.834951964999997;36300;492.86100827908479;36300;-0.028407051592592571;36300;0.67665976285934448;36300;-0.0565398745238781;36300;1617.732421875;36300;3776.01171875;36300;1616.1437649063087;36300;3844.6729556996706;36300;-0.05936164164874233;36300;1
36310;3.0679615720000015;36310;508.359782124339;36310;0.022725641274074084;36310;0.67665976285934448;36310;-0.0565398745238781;36310;1617.732421875;36310;3776.01171875;36310;1615.9714796450965;36310;3849.386019211981;36310;-0.059645712164668269;36310;2
36320;4.3462788936666739;36320;504.37438313555941;36320;0.032194658471604992;36320;0.67665976285934448;36320;-0.0565398745238781;36320;1617.732421875;36320;3776.01171875;36320;1615.7931571460795;36320;3854.311551581196;36320;-0.059929782680594207;36320;2
36330;-1.0226538573333339;36330;475.59094599437293;36330;-0.007575213758024695;36330;0.67665976285934448;36330;-0.0565398745238781;36330;1617.732421875;36330;3776.01171875;36330;1615.9393469163813;36330;3859.3931395808304;36330;-0.059702526267853467;36330;2
36340;-3.0679615720000015;36340;467.62014801681357;36340;-0.022725641274074084;36340;0.67665976285934448;36340;-0.0565398745238781;36340;1617.732421875;36340;3776.01171875;36340;1616.1451407429659;36340;3864.4328706997794;36340;-0.059380579683137424;36340;2
36350;-0.2556634643333382;36350;490.20407561989833;36350;-0.0018938034395062089;36350;1.141152024269104;36350;-0.0572180412709713;36350;1617.7916259765625;36350;3776.14013671875;36350;1616.0988878115982;36350;3869.1885662366712;36350;-0.059456331820717662;36350;2
36360;3.0679615720000015;36360;509.24542634406782;36360;0.022725641274074084;36360;1.141152024269104;36360;-0.0572180412709713;36360;1617.7916259765625;36360;3776.14013671875;36360;1616.9906190611002;36360;3844.6224085847925;36360;-0.058543703678625658;36360;1
36370;3.3236250363333397;36370;505.26002735528823;36370;0.024619444713580293;36370;1.141152024269104;36370;-0.0572180412709713;36370;1617.7916259765625;36370;3776.14013671875;36370;1616.9787789349462;36370;3849.5244357086694;36370;-0.058562641713020724;36370;2
36380;3.0679615720000015;36380;480.90481131274578;36380;0.022725641274074084;36380;1.141152024269104;36380;-0.0572180412709713;36380;1617.7916259765625;36380;3776.14013671875;36380;1617.1251699562524;36380;3854.6148778636234;36380;-0.058335385300279985;36380;2
36390;-1.0226538573333339;36390;467.62014801681357;36390;-0.007575213758024695;36390;1.141152024269104;36390;-0.0572180412709713;36390;1617.7916259765625;36390;3776.14013671875;36390;1617.2827757820303;36390;3859.66512880554;36390;-0.058089190853144179;36390;2
36400;-3.5792885006666779;36400;486.21867663111874;36400;-0.0265132481530865;36400;1.1366438865661621;36400;-0.058241046965122223;36400;1617.7442626953125;36400;3775.999267578125;36400;1617.422726771194;36400;3864.4722379902605;36400;-0.05786193444040344;36400;2
36410;2.8122981076666633;36410;510.57389267366108;36410;0.020831837834567875;36410;1.1366438865661621;36410;-0.058241046965122223;36410;1617.7442626953125;36410;3775.999267578125;36410;1618.1027017139361;36410;3844.5872569859812;36410;-0.057710782002060507;36410;1
36420;7.1585770013333372;36420;509.24542634406782;36420;0.053026496306172864;36420;1.1366438865661621;36420;-0.058241046965122223;36420;1617.7442626953125;36420;3775.999267578125;36420;1617.9380241469135;36420;3849.4467860351824;36420;-0.057975914483591379;36420;2
36430;4.0906154293333357;36430;474.70530177464417;36430;0.03030085503209878;36430;1.1366438865661621;36430;-0.058241046965122223;36430;1617.7442626953125;36430;3775.999267578125;36430;1618.0724952586234;36430;3854.5508313337841;36430;-0.057767596105245705;36430;2
36440;-2.5566346433333442;36440;463.19192691816954;36440;-0.018938034395061809;36440;1.1366438865661621;36440;-0.058241046965122223;36440;1617.7442626953125;36440;3775.999267578125;36440;1618.4138888866048;36440;3859.6323336056003;36440;-0.057237331142183989;36440;2
36450;-3.834951964999997;36450;484.00456608179667;36450;-0.028407051592592571;36450;1.1366438865661621;36450;-0.058241046965122223;36450;1617.7442626953125;36450;3775.999267578125;36450;1618.5985940189564;36450;3864.3759682543523;36450;-0.056934322591863012;36450;2
36460;0.51132692866667639;36460;511.90235900325433;36460;0.0037876068790124178;36460;0.50042307376861572;36460;-0.057661402970552444;36460;1617.7327880859375;36460;3776.02734375;36460;1618.4853180539487;36460;3869.0065727840047;36460;-0.057123702935813619;36460;2
36470;5.3689327510000071;36470;510.57389267366108;36470;0.039769872229629681;36470;0.50042307376861572;36470;-0.057661402970552444;36470;1617.7327880859375;36470;3776.02734375;36470;1618.3486646917415;36470;3844.2792059871763;36470;-0.056733439285194448;36470;1
36480;6.902913536999999;36480;483.11892186206785;36480;0.051132692866666656;36480;0.50042307376861572;36480;-0.057661402970552444;36480;1617.7327880859375;36480;3776.02734375;36480;1618.3731667269558;36480;3849.398173491576;36480;-0.056695563216404316;36480;2
36490;1.5339807859999912;36490;456.10677316033906;36490;0.011362820637036973;36490;0.50042307376861572;36490;-0.057661402970552444;36490;1617.7327880859375;36490;3776.02734375;36490;1618.6298146637464;36490;3854.4977405681448;36490;-0.056297864494108008;36490;2
