Name;XY Scope Project;
File;E:\hawino\Measurements\Trajectory\testauftrag.csv;
Starttime of export;133245718363175000;Mittwoch, 29. März 2023;15:57:16.317
Endtime of export;133245718651045081;Mittwoch, 29. März 2023;15:57:45.104


Name;xCam, yCam X;xCam, yCam Y;xObs, yObs X;xObs, yObs Y;xRef, yRef X;xRef, yRef Y;thetaObs (1);thetaRef;thetaCam;thetaObs
SampleTime[ms];10;10;10;10;10;10;10;10;10;10
SymbolBased;True;True;True;True;True;True;True;True;True;True
SymbolName;ControlPRG.observer.xCameraPose.x;ControlPRG.observer.xCameraPose.y;ControlPRG.observer.yObserverdPose.x;ControlPRG.observer.yObserverdPose.y;ControlPRG.trajectory.referencePose.x;ControlPRG.trajectory.referencePose.y;ControlPRG.observer.yObserverdPose.theta;ControlPRG.trajectory.referencePose.theta;ControlPRG.observer.xCameraPose.theta;ControlPRG.observer.yObserverdPose.theta
NetID;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1
Port;851;851;851;851;851;851;851;851;851;851

11100;1822.3692626953125;2075.01513671875;1800.8629326031721;2063.2104490755214;1800;1912.3297233204448;-0.83832039348650289;-0.77382783282477863;-0.85860288143157959;-0.83832039348650289
11110;1822.3692626953125;2075.01513671875;1801.2324880503054;2058.9249820591317;1800;1912.3297233204448;-0.83418640848948455;-0.77382783282477863;-0.85860288143157959;-0.83418640848948455
11120;1823.49365234375;2069.125;1801.7224142354041;2054.876854768208;1800;1912.3297233204448;-0.83229057533226358;-0.77382783282477863;-0.845241904258728;-0.83229057533226358
11130;1823.49365234375;2069.125;1801.9627849333754;2050.7967697356348;1799.9757417845306;1896.3056562388658;-0.82976980733718264;-0.76582360310609976;-0.845241904258728;-0.82976980733718264
11140;1823.49365234375;2069.125;1802.1003528593303;2046.47983516419;1799.9757417845306;1896.3056562388658;-0.82592860304904;-0.76582360310609976;-0.845241904258728;-0.82592860304904
11150;1823.49365234375;2069.125;1802.543120995332;2042.2317345638339;1799.9757417845306;1896.3056562388658;-0.82337572107385293;-0.76582360310609976;-0.845241904258728;-0.82337572107385293
11160;0;0;1802.8034124591779;2038.0215356930478;1799.9757417845306;1896.3056562388658;-0.82071580167765235;-0.76582360310609976;0;-0.82071580167765235
11170;0;0;1802.7128225567119;2033.8238611364654;1799.9757417845306;1896.3056562388658;-0.818177171647389;-0.76582360310609976;0;-0.818177171647389
11180;0;0;1802.626396733004;2029.475202777088;1799.3172611541738;1880.6304356044705;-0.8158856694855865;-0.75798804740060743;0;-0.8158856694855865
11190;0;0;1802.6731383110948;2024.9733199759321;1799.3172611541738;1880.6304356044705;-0.81336691091104329;-0.75798804740060743;0;-0.81336691091104329
11200;0;0;1802.8098462369715;2020.4662517106854;1799.3172611541738;1880.6304356044705;-0.81010956899509268;-0.75798804740060743;0;-0.81010956899509268
11210;1827.1959228515625;2023.33740234375;1802.8938410957121;2015.7056410423413;1799.3172611541738;1880.6304356044705;-0.80768550059252475;-0.75798804740060743;-0.81661617755889893;-0.80768550059252475
11220;1827.1959228515625;2023.33740234375;1802.7611441615934;2010.7777769560275;1799.3172611541738;1880.6304356044705;-0.80694691725111733;-0.75798804740060743;-0.81661617755889893;-0.80694691725111733
11230;1827.1959228515625;2023.33740234375;1802.8067777036301;2006.2393352196132;1797.7555029973948;1865.2971423822467;-0.80585051368730631;-0.75029349835821724;-0.81661617755889893;-0.80585051368730631
11240;1827.1959228515625;2023.33740234375;1802.9125696789622;2001.805222665146;1797.7555029973948;1865.2971423822467;-0.80328790747631851;-0.75029349835821724;-0.81661617755889893;-0.80328790747631851
11250;1824.5133056640625;2019.1815185546875;1803.1266191136697;1997.5413225775442;1797.7555029973948;1865.2971423822467;-0.8010160598089715;-0.75029349835821724;-0.86518257856369019;-0.8010160598089715
11260;1824.5133056640625;2019.1815185546875;1803.2594820002589;1992.9570840884069;1797.7555029973948;1865.2971423822467;-0.79982746054442144;-0.75029349835821724;-0.86518257856369019;-0.79982746054442144
11270;1824.5133056640625;2019.1815185546875;1803.2098260908781;1988.1851917333934;1797.7555029973948;1865.2971423822467;-0.79890915486982406;-0.75029349835821724;-0.86518257856369019;-0.79890915486982406
11280;1824.5133056640625;2019.1815185546875;1803.2230193868359;1983.9846354903168;1795.2840260443231;1850.3030793165726;-0.79786746601120717;-0.74271049371817821;-0.86518257856369019;-0.79786746601120717
11290;1827.845703125;1993.928466796875;1803.2047022805548;1980.3149467143328;1795.2840260443231;1850.3030793165726;-0.79666575173162091;-0.74271049371817821;-0.77249962091445923;-0.79666575173162091
11300;1827.845703125;1993.928466796875;1803.1252567528172;1976.4516254517248;1795.2840260443231;1850.3030793165726;-0.79547605459483051;-0.74271049371817821;-0.77249962091445923;-0.79547605459483051
11310;1827.845703125;1993.928466796875;1803.2181017849359;1971.8488578767078;1795.2840260443231;1850.3030793165726;-0.79446983084782929;-0.74271049371817821;-0.77249962091445923;-0.79446983084782929
11320;1827.845703125;1993.928466796875;1803.2643343971386;1967.1177953516728;1795.2840260443231;1850.3030793165726;-0.793170660787977;-0.74271049371817821;-0.77249962091445923;-0.793170660787977
11330;1827.845703125;1993.928466796875;1803.2830814545191;1963.07738178085;1791.89411322857;1835.6421194601433;-0.79059669608985916;-0.73520586584618142;-0.77249962091445923;-0.79059669608985916
11340;1828.6768798828125;1978.632080078125;1803.2533684670082;1959.2985657311308;1791.89411322857;1835.6421194601433;-0.78825678941706812;-0.73520586584618142;-0.7672736644744873;-0.78825678941706812
11350;1828.6768798828125;1978.632080078125;1803.20951454403;1955.3513096494321;1791.89411322857;1835.6421194601433;-0.78700081173712844;-0.73520586584618142;-0.7672736644744873;-0.78700081173712844
11360;1828.6768798828125;1978.632080078125;1803.21920782227;1951.2484642993668;1791.89411322857;1835.6421194601433;-0.78477717058423047;-0.73520586584618142;-0.7672736644744873;-0.78477717058423047
11370;1828.6768798828125;1978.632080078125;1803.0701444701481;1947.2180710078092;1791.89411322857;1835.6421194601433;-0.78227275729254042;-0.73520586584618142;-0.7672736644744873;-0.78227275729254042
11380;1832.9140625;1960.97314453125;1802.6930328857111;1943.5247419694451;1787.586909326347;1821.3448658394459;-0.78106223643823647;-0.7277638341347602;-0.77768564224243164;-0.78106223643823647
11390;1832.9140625;1960.97314453125;1802.3416850414974;1940.0743009454848;1787.586909326347;1821.3448658394459;-0.78069709430585821;-0.7277638341347602;-0.77768564224243164;-0.78069709430585821
11400;1832.9140625;1960.97314453125;1802.2712766616867;1936.3930963497237;1787.586909326347;1821.3448658394459;-0.78000414858139677;-0.7277638341347602;-0.77768564224243164;-0.78000414858139677
11410;1832.9140625;1960.97314453125;1802.3352380879551;1932.6456088775828;1787.586909326347;1821.3448658394459;-0.77827654042245153;-0.7277638341347602;-0.77768564224243164;-0.77827654042245153
11420;1831.95361328125;1930.3843994140625;1802.2354567834814;1928.932986797309;1787.586909326347;1821.3448658394459;-0.77652833227630569;-0.7277638341347602;-0.757698118686676;-0.77652833227630569
11430;1831.95361328125;1930.3843994140625;1802.2014233596842;1925.5339453532185;1782.3400691683848;1807.3651680685191;-0.775630879725004;-0.72032734069483917;-0.757698118686676;-0.775630879725004
11440;1831.95361328125;1930.3843994140625;1802.2238236376802;1922.1306940068671;1782.3400691683848;1807.3651680685191;-0.77543261408022568;-0.72032734069483917;-0.757698118686676;-0.77543261408022568
11450;1831.95361328125;1930.3843994140625;1801.9913951768763;1918.7231695757189;1782.3400691683848;1807.3651680685191;-0.77497119861036423;-0.72032734069483917;-0.757698118686676;-0.77497119861036423
11460;1831.95361328125;1930.3843994140625;1801.3817907728828;1915.1551255118613;1782.3400691683848;1807.3651680685191;-0.77309404471557175;-0.72032734069483917;-0.757698118686676;-0.77309404471557175
11470;0;0;1800.8992331026675;1911.5870770552376;1782.3400691683848;1807.3651680685191;-0.77051601705271489;-0.72032734069483917;0;-0.77051601705271489
11480;0;0;1800.9447069269465;1908.4096191295121;1776.1706465225316;1793.7673925605989;-0.76906217566140023;-0.71289704939596943;0;-0.76906217566140023
11490;0;0;1800.7353095435674;1905.3098729923624;1776.1706465225316;1793.7673925605989;-0.76879704317986941;-0.71289704939596943;0;-0.76879704317986941
11500;0;0;1800.0002403885862;1902.1112098792012;1776.1706465225316;1793.7673925605989;-0.76731987649705458;-0.71289704939596943;0;-0.76731987649705458
11510;1825.4111328125;1898.83349609375;1799.0542126374085;1898.6505058514863;1776.1706465225316;1793.7673925605989;-0.76482005595690639;-0.71289704939596943;-0.66290473937988281;-0.76482005595690639
11520;1825.4111328125;1898.83349609375;1798.5857986274955;1895.2619856236297;1776.1706465225316;1793.7673925605989;-0.76442235723461;-0.71289704939596943;-0.66290473937988281;-0.76442235723461
11530;1825.4111328125;1898.83349609375;1798.4839188351591;1892.2412179623229;1769.112000574883;1780.6091645187487;-0.76314204857453194;-0.70547362355405252;-0.66290473937988281;-0.76314204857453194
11540;1825.4111328125;1898.83349609375;1797.892190105993;1889.2674954960698;1769.112000574883;1780.6091645187487;-0.76018905793989411;-0.70547362355405252;-0.66290473937988281;-0.76018905793989411
11550;1826.551513671875;1889.819580078125;1797.2966184635411;1886.1069911691918;1769.112000574883;1780.6091645187487;-0.75665958011096068;-0.70547362355405252;-0.69283360242843628;-0.75665958011096068
11560;1826.551513671875;1889.819580078125;1797.1966277911549;1882.831065304918;1769.112000574883;1780.6091645187487;-0.7553243329813536;-0.70547362355405252;-0.69283360242843628;-0.7553243329813536
11570;1826.551513671875;1889.819580078125;1797.2554364037667;1879.582208436882;1769.112000574883;1780.6091645187487;-0.7550781863637257;-0.70547362355405252;-0.69283360242843628;-0.7550781863637257
11580;1826.551513671875;1889.819580078125;1796.8646872563675;1876.6382326522789;1761.1476523119263;1767.8426826241664;-0.75331945846066906;-0.69800064414173679;-0.69283360242843628;-0.75331945846066906
11590;1826.551513671875;1889.819580078125;1796.2197549401594;1873.7027495915638;1761.1476523119263;1767.8426826241664;-0.75068823022007514;-0.69800064414173679;-0.69283360242843628;-0.75068823022007514
11600;1824.9676513671875;1870.515380859375;1796.1805424276429;1871.0511292155463;1761.1476523119263;1767.8426826241664;-0.7488976497408748;-0.69800064414173679;-0.73360180854797363;-0.7488976497408748
11610;1824.9676513671875;1870.515380859375;1796.2197132472652;1868.5356810710109;1761.1476523119263;1767.8426826241664;-0.74678409044735539;-0.69800064414173679;-0.73360180854797363;-0.74678409044735539
11620;1824.9676513671875;1870.515380859375;1795.6109850378693;1865.2902598760334;1761.1476523119263;1767.8426826241664;-0.74392519067547269;-0.69800064414173679;-0.73360180854797363;-0.74392519067547269
11630;1824.9676513671875;1870.515380859375;1794.8902934619237;1861.9814277756641;1752.298327283328;1755.4901770194947;-0.74189027734590141;-0.69046259730652326;-0.73360180854797363;-0.74189027734590141
11640;1824.9676513671875;1870.515380859375;1794.6248954463715;1859.4798433213769;1752.298327283328;1755.4901770194947;-0.74224296744900853;-0.69046259730652326;-0.73360180854797363;-0.74224296744900853
11650;1820.0841064453125;1862.520263671875;1794.2809804894107;1857.2847021223884;1752.298327283328;1755.4901770194947;-0.74189142337846736;-0.69046259730652326;-0.73511052131652832;-0.74189142337846736
11660;1820.0841064453125;1862.520263671875;1793.49070749157;1854.48981550811;1752.298327283328;1755.4901770194947;-0.73879737976134763;-0.69046259730652326;-0.73511052131652832;-0.73879737976134763
11670;1820.0841064453125;1862.520263671875;1792.8312288083093;1851.4189423257935;1752.298327283328;1755.4901770194947;-0.737699981250776;-0.69046259730652326;-0.73511052131652832;-0.737699981250776
11680;1820.0841064453125;1862.520263671875;1792.6032428632359;1848.9194653723125;1742.565837359195;1743.5411014841927;-0.73841266999284094;-0.68282693380283466;-0.73511052131652832;-0.73841266999284094
11690;1823.202392578125;1849.85205078125;1792.2477819632811;1846.5551652514389;1742.565837359195;1743.5411014841927;-0.73794407371499138;-0.68282693380283466;-0.71934551000595093;-0.73794407371499138
11700;1823.202392578125;1849.85205078125;1791.3991026868528;1843.7695637248633;1742.565837359195;1743.5411014841927;-0.7358136163731549;-0.68282693380283466;-0.71934551000595093;-0.7358136163731549
11710;1823.202392578125;1849.85205078125;1790.6212947263546;1840.8106886698477;1742.565837359195;1743.5411014841927;-0.73492929000247054;-0.68282693380283466;-0.71934551000595093;-0.73492929000247054
11720;1823.202392578125;1849.85205078125;1790.2105266072529;1838.070373672283;1742.565837359195;1743.5411014841927;-0.73401593082670291;-0.68282693380283466;-0.71934551000595093;-0.73401593082670291
11730;1823.202392578125;1849.85205078125;1789.6565909185408;1835.6154225087144;1731.9528401064072;1731.98899597792;-0.73108533556242128;-0.6750650372086161;-0.71934551000595093;-0.73108533556242128
11740;1817.67236328125;1829.845458984375;1788.9907686391771;1833.2235071920734;1731.9528401064072;1731.98899597792;-0.72952864669283191;-0.6750650372086161;-0.71462422609329224;-0.72952864669283191
11750;1817.67236328125;1829.845458984375;1788.2521216324851;1830.6184946494566;1731.9528401064072;1731.98899597792;-0.73037371704571619;-0.6750650372086161;-0.71462422609329224;-0.73037371704571619
11760;1817.67236328125;1829.845458984375;1787.1658296557819;1827.652229483416;1731.9528401064072;1731.98899597792;-0.72847392297184632;-0.6750650372086161;-0.71462422609329224;-0.72847392297184632
11770;1817.67236328125;1829.845458984375;1786.5011989305167;1824.995059918419;1731.9528401064072;1731.98899597792;-0.72570303922214718;-0.6750650372086161;-0.71462422609329224;-0.72570303922214718
11780;1815.052978515625;1821.45947265625;1785.9819734635084;1822.3899949448726;1720.6417823975455;1720.6417823975455;-0.7249104818526364;-0.66715028156279632;-0.70433354377746582;-0.7249104818526364
11790;1815.052978515625;1821.45947265625;1784.8263860364029;1819.5502791353681;1720.6417823975455;1720.6417823975455;-0.72391753167847506;-0.66715028156279632;-0.70433354377746582;-0.72391753167847506
11800;1815.052978515625;1821.45947265625;1783.563261541045;1817.0243001352676;1720.6417823975455;1720.6417823975455;-0.72353231145551433;-0.66715028156279632;-0.70433354377746582;-0.72353231145551433
11810;1815.052978515625;1821.45947265625;1782.5331526857419;1814.4416217080659;1720.6417823975455;1720.6417823975455;-0.7232077575379684;-0.66715028156279632;-0.70433354377746582;-0.7232077575379684
11820;1815.052978515625;1821.45947265625;1781.4981327641308;1811.44875222758;1720.6417823975455;1720.6417823975455;-0.72169335299270909;-0.66715028156279632;-0.70433354377746582;-0.72169335299270909
11830;1809.84814453125;1803.1671142578125;1780.4818420566319;1809.0486070232482;1709.0398895815979;1709.0398895815977;-0.72072435745596408;-0.659058104345859;-0.69750094413757324;-0.72072435745596408
11840;1809.84814453125;1803.1671142578125;1779.2004951499384;1806.6872051262903;1709.0398895815979;1709.0398895815977;-0.71955673349624083;-0.659058104345859;-0.69750094413757324;-0.71955673349624083
11850;1809.84814453125;1803.1671142578125;1777.7057352726424;1803.8881087483483;1709.0398895815979;1709.0398895815977;-0.71818095550455541;-0.659058104345859;-0.69750094413757324;-0.71818095550455541
11860;1809.84814453125;1803.1671142578125;1776.3313143287355;1800.9637910909348;1709.0398895815979;1709.0398895815977;-0.7178415891501202;-0.659058104345859;-0.69750094413757324;-0.7178415891501202
11870;1809.84814453125;1803.1671142578125;1775.0752998506214;1798.209165286084;1709.0398895815979;1709.0398895815977;-0.71809269552547617;-0.659058104345859;-0.69750094413757324;-0.71809269552547617
11880;1803.11962890625;1795.557373046875;1773.8380427336085;1795.6373999120576;1696.7308899844641;1696.7308899844641;-0.71722394680777;-0.65048814983462022;-0.70494288206100464;-0.71722394680777
11890;1803.11962890625;1795.557373046875;1772.5395538451571;1792.8843275565046;1696.7308899844641;1696.7308899844641;-0.71560636420143842;-0.65048814983462022;-0.70494288206100464;-0.71560636420143842
11900;1803.11962890625;1795.557373046875;1771.0011376849213;1789.8983782176738;1696.7308899844641;1696.7308899844641;-0.71459070372907108;-0.65048814983462022;-0.70494288206100464;-0.71459070372907108
11910;1803.11962890625;1795.557373046875;1769.4360849581644;1787.0983542111881;1696.7308899844641;1696.7308899844641;-0.71241104172893366;-0.65048814983462022;-0.70494288206100464;-0.71241104172893366
11920;1799.851318359375;1785.7635498046875;1768.016788615352;1784.2988889120998;1696.7308899844641;1696.7308899844641;-0.70921158445706922;-0.65048814983462022;-0.69950324296951294;-0.70921158445706922
11930;1799.851318359375;1785.7635498046875;1766.2882495196654;1781.5346157159638;1683.7147836061436;1683.7147836061436;-0.70774854485347893;-0.64144428487639094;-0.69950324296951294;-0.70774854485347893
11940;1799.851318359375;1785.7635498046875;1764.3897116590072;1778.8479880453169;1683.7147836061436;1683.7147836061436;-0.706056358911059;-0.64144428487639094;-0.69950324296951294;-0.706056358911059
11950;1799.851318359375;1785.7635498046875;1762.6558566826177;1776.2454881339315;1683.7147836061436;1683.7147836061436;-0.70284711404206335;-0.64144428487639094;-0.69950324296951294;-0.70284711404206335
11960;1790.76611328125;1764.45166015625;1760.8187934853852;1773.4864449693898;1683.7147836061436;1683.7147836061436;-0.70020022658481929;-0.64144428487639094;-0.69466716051101685;-0.70020022658481929
11970;1790.76611328125;1764.45166015625;1758.9310640956294;1770.5622544415305;1683.7147836061436;1683.7147836061436;-0.69803432082762917;-0.64144428487639094;-0.69466716051101685;-0.69803432082762917
11980;1790.76611328125;1764.45166015625;1756.9488623200123;1767.7992671690272;1669.9915704466359;1669.9915704466359;-0.69559551885629023;-0.63193092049548893;-0.69466716051101685;-0.69559551885629023
11990;1790.76611328125;1764.45166015625;1754.8720099602497;1765.2639620353632;1669.9915704466359;1669.9915704466359;-0.69373030790212142;-0.63193092049548893;-0.69466716051101685;-0.69373030790212142
12000;1790.76611328125;1764.45166015625;1752.8151510049088;1762.6104874795192;1669.9915704466359;1669.9915704466359;-0.692414014020556;-0.63193092049548893;-0.69466716051101685;-0.692414014020556
12010;1785.20263671875;1755.0184326171875;1750.8515467290117;1759.9257084700816;1669.9915704466359;1669.9915704466359;-0.69086468863067052;-0.63193092049548893;-0.68198502063751221;-0.69086468863067052
12020;1785.20263671875;1755.0184326171875;1748.8788479661559;1757.2782002955062;1669.9915704466359;1669.9915704466359;-0.68878165349722709;-0.63193092049548893;-0.68198502063751221;-0.68878165349722709
12030;1785.20263671875;1755.0184326171875;1746.843739455941;1754.398629712171;1655.5612505059426;1655.5612505059426;-0.68742590082976573;-0.621953064568881;-0.68198502063751221;-0.68742590082976573
12040;1785.20263671875;1755.0184326171875;1744.647860090492;1751.4587082176049;1655.5612505059426;1655.5612505059426;-0.68687910313357159;-0.621953064568881;-0.68198502063751221;-0.68687910313357159
12050;1785.20263671875;1755.0184326171875;1742.3735794656277;1748.8523797249245;1655.5612505059426;1655.5612505059426;-0.68580750845127769;-0.621953064568881;-0.68198502063751221;-0.68580750845127769
12060;1779.8311767578125;1746.285888671875;1740.1898069152114;1746.3745703563568;1655.5612505059426;1655.5612505059426;-0.68332627713617711;-0.621953064568881;-0.67356842756271362;-0.68332627713617711
12070;1779.8311767578125;1746.285888671875;1738.1565076549134;1743.7330949045281;1655.5612505059426;1655.5612505059426;-0.68179782181958548;-0.621953064568881;-0.67356842756271362;-0.68179782181958548
12080;1779.8311767578125;1746.285888671875;1736.0177576031633;1740.7755812914895;1640.4238237840623;1640.4238237840623;-0.68057924581331308;-0.61151637691220806;-0.67356842756271362;-0.68057924581331308
12090;1779.8311767578125;1746.285888671875;1733.7725010811053;1737.8855351747372;1640.4238237840623;1640.4238237840623;-0.6781040072626342;-0.61151637691220806;-0.67356842756271362;-0.6781040072626342
12100;1767.5068359375;1727.250732421875;1731.4829124082141;1735.4173071513355;1640.4238237840623;1640.4238237840623;-0.6759754676821782;-0.61151637691220806;-0.65021365880966187;-0.6759754676821782
12110;1767.5068359375;1727.250732421875;1729.0537362693731;1732.6110549039879;1640.4238237840623;1640.4238237840623;-0.67398184170389719;-0.61151637691220806;-0.65021365880966187;-0.67398184170389719
12120;1767.5068359375;1727.250732421875;1726.4687876982923;1728.9416755058696;1640.4238237840623;1640.4238237840623;-0.671017082922066;-0.61151637691220806;-0.65021365880966187;-0.671017082922066
12130;1767.5068359375;1727.250732421875;1724.229358700145;1726.2224780579534;1607.0263024630006;1607.0263024630003;-0.66950232430768264;-0.58860842006439806;-0.65021365880966187;-0.66950232430768264
12140;1767.5068359375;1727.250732421875;1722.0677832548477;1724.0774549726768;1607.0263024630006;1607.0263024630003;-0.66775651883230736;-0.58860842006439806;-0.65021365880966187;-0.66775651883230736
12150;1759.5361328125;1717.584716796875;1719.5224921245429;1721.1925668666111;1607.0263024630006;1607.0263024630003;-0.665478968414229;-0.58860842006439806;-0.64370977878570557;-0.665478968414229
12160;1759.5361328125;1717.584716796875;1716.7723937104347;1717.8428072877305;1607.0263024630006;1607.0263024630003;-0.66339463580988711;-0.58860842006439806;-0.64370977878570557;-0.66339463580988711
12170;1759.5361328125;1717.584716796875;1714.4225208830269;1715.0261600501085;1607.0263024630006;1607.0263024630003;-0.66145548807529964;-0.58860842006439806;-0.64370977878570557;-0.66145548807529964
12180;1759.5361328125;1717.584716796875;1712.2424660151623;1712.5960694054922;1591.3875799634041;1591.3875799634041;-0.659838740368379;-0.577942049699794;-0.64370977878570557;-0.659838740368379
12190;1751.14306640625;1707.9718017578125;1709.8762844638022;1709.7899545745061;1591.3875799634041;1591.3875799634041;-0.65787833748502134;-0.577942049699794;-0.63520532846450806;-0.65787833748502134
12200;1751.14306640625;1707.9718017578125;1707.4320450112077;1707.0704591299034;1591.3875799634041;1591.3875799634041;-0.65786921813879362;-0.577942049699794;-0.63520532846450806;-0.65786921813879362
12210;1751.14306640625;1707.9718017578125;1704.6898665351275;1704.4625558245903;1591.3875799634041;1591.3875799634041;-0.65841903865224827;-0.577942049699794;-0.63520532846450806;-0.65841903865224827
12220;1751.14306640625;1707.9718017578125;1702.3537182826476;1701.640844338164;1591.3875799634041;1591.3875799634041;-0.65710743358985235;-0.577942049699794;-0.63520532846450806;-0.65710743358985235
12230;1732.030517578125;1687.508056640625;1700.150074325295;1698.6046941256118;1576.4559642449938;1576.4559642449938;-0.65554381209654955;-0.567796637530132;-0.625725269317627;-0.65554381209654955
12240;1732.030517578125;1687.508056640625;1697.6976390256339;1695.5564526522658;1576.4559642449938;1576.4559642449938;-0.65581387812010572;-0.567796637530132;-0.625725269317627;-0.65581387812010572
12250;1732.030517578125;1687.508056640625;1694.7814925152231;1692.4689269523062;1576.4559642449938;1576.4559642449938;-0.65630838947667347;-0.567796637530132;-0.625725269317627;-0.65630838947667347
12260;1732.030517578125;1687.508056640625;1692.1331066988535;1689.4788843172244;1576.4559642449938;1576.4559642449938;-0.654468577489083;-0.567796637530132;-0.625725269317627;-0.654468577489083
12270;1723.716796875;1676.789794921875;1689.8125926356406;1686.4257640836026;1576.4559642449938;1576.4559642449938;-0.65245778327741788;-0.567796637530132;-0.62116384506225586;-0.65245778327741788
12280;1723.716796875;1676.789794921875;1687.4315339784469;1683.4646426853331;1562.2314553077704;1562.2314553077704;-0.65167913120915333;-0.55816850009669938;-0.62116384506225586;-0.65167913120915333
12290;1723.716796875;1676.789794921875;1684.8013125334135;1680.4063066981521;1562.2314553077704;1562.2314553077704;-0.64921504242664729;-0.55816850009669938;-0.62116384506225586;-0.64921504242664729
12300;1723.716796875;1676.789794921875;1682.3292643943767;1677.0704589874883;1562.2314553077704;1562.2314553077704;-0.6452037376771762;-0.55816850009669938;-0.62116384506225586;-0.6452037376771762
12310;1723.716796875;1676.789794921875;1679.7687660781576;1673.3073805826477;1562.2314553077704;1562.2314553077704;-0.64229307590132334;-0.55816850009669938;-0.62116384506225586;-0.64229307590132334
12320;1714.1717529296875;1667.318115234375;1677.0969809252101;1669.68234113515;1562.2314553077704;1562.2314553077704;-0.64016904211903147;-0.55816850009669938;-0.61859041452407837;-0.64016904211903147
12330;1714.1717529296875;1667.318115234375;1674.6396280573667;1666.7380555012314;1548.7140531517339;1548.7140531517339;-0.63658908199174769;-0.54905372405973818;-0.61859041452407837;-0.63658908199174769
12340;1714.1717529296875;1667.318115234375;1671.7655759583947;1663.7043135959716;1548.7140531517339;1548.7140531517339;-0.63127688799600923;-0.54905372405973818;-0.61859041452407837;-0.63127688799600923
12350;1714.1717529296875;1667.318115234375;1668.7281974078646;1660.4274187139761;1548.7140531517339;1548.7140531517339;-0.62836613220521587;-0.54905372405973818;-0.61859041452407837;-0.62836613220521587
12360;1695.578369140625;1646.661865234375;1665.9587534299997;1657.0962906750278;1548.7140531517339;1548.7140531517339;-0.624423954046207;-0.54905372405973818;-0.60211962461471558;-0.624423954046207
12370;1695.578369140625;1646.661865234375;1663.1161209536356;1653.7987124811314;1548.7140531517339;1548.7140531517339;-0.61826757157577583;-0.54905372405973818;-0.60211962461471558;-0.61826757157577583
12380;1695.578369140625;1646.661865234375;1659.9388907597822;1650.3241900261755;1535.9037577768841;1535.9037577768841;-0.614034414711227;-0.54044822671116455;-0.60211962461471558;-0.614034414711227
12390;1695.578369140625;1646.661865234375;1656.6470716131282;1646.8912522876619;1535.9037577768841;1535.9037577768841;-0.61137757020132366;-0.54044822671116455;-0.60211962461471558;-0.61137757020132366
12400;1685.6375732421875;1635.42578125;1653.3579756911254;1643.6886182977783;1535.9037577768841;1535.9037577768841;-0.60855791379256874;-0.54044822671116455;-0.595554769039154;-0.60855791379256874
12410;1685.6375732421875;1635.42578125;1650.3799013500179;1640.4473531465328;1535.9037577768841;1535.9037577768841;-0.60474380009056794;-0.54044822671116455;-0.595554769039154;-0.60474380009056794
12420;1685.6375732421875;1635.42578125;1647.4951090069524;1636.8279355676561;1535.9037577768841;1535.9037577768841;-0.601034745210597;-0.54044822671116455;-0.595554769039154;-0.601034745210597
12430;1685.6375732421875;1635.42578125;1644.4667450340444;1633.3222482544593;1523.8005691832207;1523.8005691832207;-0.59789304584248748;-0.532347813149761;-0.595554769039154;-0.59789304584248748
12440;1675.6827392578125;1624.7496337890625;1641.31798888563;1630.0296900730477;1523.8005691832207;1523.8005691832207;-0.59396842798907146;-0.532347813149761;-0.57860082387924194;-0.59396842798907146
12450;1675.6827392578125;1624.7496337890625;1638.6528287064102;1626.7405163809638;1523.8005691832207;1523.8005691832207;-0.59015880845176982;-0.532347813149761;-0.57860082387924194;-0.59015880845176982
12460;1675.6827392578125;1624.7496337890625;1635.7994814964327;1622.9863266580178;1523.8005691832207;1523.8005691832207;-0.58566854266078527;-0.532347813149761;-0.57860082387924194;-0.58566854266078527
12470;1675.6827392578125;1624.7496337890625;1632.8600836126586;1619.1685048188429;1523.8005691832207;1523.8005691832207;-0.5794051282257846;-0.532347813149761;-0.57860082387924194;-0.5794051282257846
12480;1675.6827392578125;1624.7496337890625;1630.1410461299049;1615.8304128081602;1512.4044873707433;1512.404487370743;-0.57468151461794881;-0.52474823013756322;-0.57860082387924194;-0.57468151461794881
12490;1666.9681396484375;1612.4644775390625;1627.4940639690142;1612.7404764694861;1512.4044873707433;1512.404487370743;-0.57136867562263582;-0.52474823013756322;-0.56290566921234131;-0.57136867562263582
12500;1666.9681396484375;1612.4644775390625;1624.6035110433702;1609.5585233971956;1512.4044873707433;1512.404487370743;-0.56803215091409076;-0.52474823013756322;-0.56290566921234131;-0.56803215091409076
12510;1666.9681396484375;1612.4644775390625;1621.1146485223726;1605.9655063283328;1512.4044873707433;1512.404487370743;-0.564837172387493;-0.52474823013756322;-0.56290566921234131;-0.564837172387493
12520;1666.9681396484375;1612.4644775390625;1617.8123203621722;1602.3178704161458;1512.4044873707433;1512.404487370743;-0.56074617996080323;-0.52474823013756322;-0.56290566921234131;-0.56074617996080323
12530;1646.2994384765625;1587.626220703125;1615.061560456888;1599.2567818420384;1501.715512339453;1501.715512339453;-0.55889290944820746;-0.51764521666359586;-0.53272432088851929;-0.55889290944820746
