SymbolBased;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True
SymbolName;ControlPRG.observer.xCameraPose.x;ControlPRG.observer.xCameraPose.y;ControlPRG.observer.yObserverdPose.x;ControlPRG.observer.yObserverdPose.y;ControlPRG.trajectory.referencePose.x;ControlPRG.trajectory.referencePose.y;ControlPRG.observer.yKalmanObservedPose.x;ControlPRG.observer.yKalmanObservedPose.y;ControlPRG.observer.yObserverdPose.theta;ControlPRG.trajectory.referencePose.theta;Object4 (KalmanObserver_R2021b).AdditionalOutports.TcModuleOutput_DEBUG;ControlPRG.observer.xCameraPose.x;ControlPRG.observer.xCameraPose.y;ControlPRG.observer.yObserverdPose.y;ControlPRG.observer.yObserverdPose.x;ControlPRG.trajectory.referencePose.x;ControlPRG.trajectory.referencePose.y;ControlPRG.observer.yObserverdPose.theta;Object4 (KalmanObserver_R2021b).AdditionalOutports.TcModuleOutput_DEBUG;Object4 (KalmanObserver_R2021b).AdditionalOutports.TcModuleOutput_DEBUG
NetID;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1;5.53.205.214.1.1
Port;851;851;851;851;851;851;851;851;851;851;354;851;851;851;851;851;851;851;354;354

21140;990.50201416015625;1709.131591796875;1043.0256246102565;1802.2211143490624;1000;1352.2994728515212;1043.0256246102565;1802.2211143490624;3.1301467410104111;3.1415893571770495;0;990.50201416015625;1709.131591796875;1802.2211143490624;1043.0256246102565;1000;1352.2994728515212;3.1301467410104111;0;0
21150;991.0587158203125;1683.3948974609375;1042.8601439515608;1800.831755764845;1000;1352.2994728515212;1042.8601439515608;1800.831755764845;3.1337602291742623;3.1415893571770495;0;991.0587158203125;1683.3948974609375;1800.831755764845;1042.8601439515608;1000;1352.2994728515212;3.1337602291742623;0;0
21160;991.0587158203125;1683.3948974609375;1038.6513124219816;1789.9835483955749;1000;1327.2994728515209;1038.6513124219816;1789.9835483955749;3.1254107054477842;3.1415899778036533;1;991.0587158203125;1683.3948974609375;1789.9835483955749;1038.6513124219816;1000;1327.2994728515209;3.1254107054477842;1;1
21170;991.0587158203125;1683.3948974609375;1035.864135874016;1781.9125114453038;1000;1327.2994728515209;1035.864135874016;1781.9125114453038;3.1209463990858635;3.1415899778036533;0;991.0587158203125;1683.3948974609375;1781.9125114453038;1035.864135874016;1000;1327.2994728515209;3.1209463990858635;0;0
21180;991.0587158203125;1683.3948974609375;1034.3664565277895;1776.3578513689529;1000;1327.2994728515209;1034.3664565277895;1776.3578513689529;3.1200092910019634;3.1415899778036533;0;991.0587158203125;1683.3948974609375;1776.3578513689529;1034.3664565277895;1000;1327.2994728515209;3.1200092910019634;0;0
21190;988.5865478515625;1669.993896484375;1034.0394324585973;1773.0850232109187;1000;1327.2994728515209;1034.0394324585973;1773.0850232109187;3.1222774690447004;3.1415899778036533;0;988.5865478515625;1669.993896484375;1773.0850232109187;1034.0394324585973;1000;1327.2994728515209;3.1222774690447004;0;0
21200;988.5865478515625;1669.993896484375;1030.3963494292621;1763.6235417632254;1000;1327.2994728515209;1030.3963494292621;1763.6235417632254;3.1147774267083408;3.1415899778036533;1;988.5865478515625;1669.993896484375;1763.6235417632254;1030.3963494292621;1000;1327.2994728515209;3.1147774267083408;1;1
21210;988.5865478515625;1669.993896484375;1028.1151833050255;1756.7866786690352;1000;1302.2994728515205;1028.1151833050255;1756.7866786690352;3.1110746656512984;3.1415905338383965;0;988.5865478515625;1669.993896484375;1756.7866786690352;1028.1151833050255;1000;1302.2994728515205;3.1110746656512984;0;0
21220;988.5865478515625;1669.993896484375;1027.0697184813996;1752.3287567950854;1000;1302.2994728515205;1027.0697184813996;1752.3287567950854;3.1108199305160982;3.1415905338383965;0;988.5865478515625;1669.993896484375;1752.3287567950854;1027.0697184813996;1000;1302.2994728515205;3.1108199305160982;0;0
21230;988.5865478515625;1669.993896484375;1027.1464606752049;1750.02883456846;1000;1302.2994728515205;1027.1464606752049;1750.02883456846;3.1136991962087173;3.1415905338383965;0;988.5865478515625;1669.993896484375;1750.02883456846;1027.1464606752049;1000;1302.2994728515205;3.1136991962087173;0;0
21240;988.5865478515625;1669.993896484375;1028.2433657900492;1749.6882340990262;1000;1302.2994728515205;1028.2433657900492;1749.6882340990262;3.119430147919517;3.1415905338383965;0;988.5865478515625;1669.993896484375;1749.6882340990262;1028.2433657900492;1000;1302.2994728515205;3.119430147919517;0;0
21250;990.60491943359375;1654.0977783203125;1030.2686959052326;1751.1283165064099;1000;1302.2994728515205;1030.2686959052326;1751.1283165064099;3.1277590131725534;3.1415905338383965;0;990.60491943359375;1654.0977783203125;1751.1283165064099;1030.2686959052326;1000;1302.2994728515205;3.1277590131725534;0;0
21260;990.60491943359375;1654.0977783203125;1027.2494860287206;1742.2877696895225;1000;1277.29947285152;1027.2494860287206;1742.2877696895225;3.1198665272186652;3.1415910252447268;1;990.60491943359375;1654.0977783203125;1742.2877696895225;1027.2494860287206;1000;1277.29947285152;3.1198665272186652;1;1
21270;990.60491943359375;1654.0977783203125;1025.532273737;1735.9940004026614;1000;1277.29947285152;1025.532273737;1735.9940004026614;3.1158121240137993;3.1415910252447268;0;990.60491943359375;1654.0977783203125;1735.9940004026614;1025.532273737;1000;1277.29947285152;3.1158121240137993;0;0
21280;990.60491943359375;1654.0977783203125;1024.9968600375628;1732.0089581213074;1000;1277.29947285152;1024.9968600375628;1732.0089581213074;3.11524248362459;3.1415910252447268;0;990.60491943359375;1654.0977783203125;1732.0089581213074;1024.9968600375628;1000;1277.29947285152;3.11524248362459;0;0
21290;978.5479736328125;1626.044921875;1025.5351658448121;1730.1185636456778;1000;1277.29947285152;1025.5351658448121;1730.1185636456778;3.1178399229944231;3.1415910252447268;0;978.5479736328125;1626.044921875;1730.1185636456778;1025.5351658448121;1000;1277.29947285152;3.1178399229944231;0;0
21300;978.5479736328125;1626.044921875;1021.7758572293079;1720.53431635649;1000;1277.29947285152;1021.7758572293079;1720.53431635649;3.1094503743624857;3.1415910252447268;1;978.5479736328125;1626.044921875;1720.53431635649;1021.7758572293079;1000;1277.29947285152;3.1094503743624857;1;1
21310;978.5479736328125;1626.044921875;1019.3804215550439;1713.5427698869748;1000;1252.2994728515198;1019.3804215550439;1713.5427698869748;3.1049337250304174;3.1415914519903421;0;978.5479736328125;1626.044921875;1713.5427698869748;1019.3804215550439;1000;1252.2994728515198;3.1049337250304174;0;0
21320;978.5479736328125;1626.044921875;1018.222350948693;1708.9009969160725;1000;1252.2994728515198;1018.222350948693;1708.9009969160725;3.1039330245125978;3.1415914519903421;0;978.5479736328125;1626.044921875;1708.9009969160725;1018.222350948693;1000;1252.2994728515198;3.1039330245125978;0;0
21330;978.5479736328125;1626.044921875;1018.1878871184688;1706.3905262824383;1000;1252.2994728515198;1018.1878871184688;1706.3905262824383;3.106127320766412;3.1415914519903421;0;978.5479736328125;1626.044921875;1706.3905262824383;1018.1878871184688;1000;1252.2994728515198;3.106127320766412;0;0
21340;977.202880859375;1612.376708984375;1019.1747473839133;1705.8148990027473;1000;1252.2994728515198;1019.1747473839133;1705.8148990027473;3.1112280633818958;3.1415914519903421;0;977.202880859375;1612.376708984375;1705.8148990027473;1019.1747473839133;1000;1252.2994728515198;3.1112280633818958;0;0
21350;977.202880859375;1612.376708984375;1015.8988189302041;1697.252570684434;1000;1252.2994728515198;1015.8988189302041;1697.252570684434;3.1028734740638746;3.1415914519903421;1;977.202880859375;1612.376708984375;1697.252570684434;1015.8988189302041;1000;1252.2994728515198;3.1028734740638746;1;1
21360;977.202880859375;1612.376708984375;1013.9368987847126;1691.1666668137716;1000;1227.2994728515193;1013.9368987847126;1691.1666668137716;3.0983820258478572;3.1415918140471897;0;977.202880859375;1612.376708984375;1691.1666668137716;1013.9368987847126;1000;1227.2994728515193;3.0983820258478572;0;0
21370;977.202880859375;1612.376708984375;1013.1674502712456;1687.3257468621534;1000;1227.2994728515193;1013.1674502712456;1687.3257468621534;3.097397681445345;3.1415918140471897;0;977.202880859375;1612.376708984375;1687.3257468621534;1013.1674502712456;1000;1227.2994728515193;3.097397681445345;0;0
21380;977.202880859375;1612.376708984375;1013.4811890227753;1685.5216763729945;1000;1227.2994728515193;1013.4811890227753;1685.5216763729945;3.0996003100649068;3.1415918140471897;0;977.202880859375;1612.376708984375;1685.5216763729945;1013.4811890227753;1000;1227.2994728515193;3.0996003100649068;0;0
21390;971.8848876953125;1582.8800048828125;1014.7798587369385;1685.5672979747221;1000;1227.2994728515193;1014.7798587369385;1685.5672979747221;3.1047020997901535;3.1415918140471897;0;971.8848876953125;1582.8800048828125;1685.5672979747221;1014.7798587369385;1000;1227.2994728515193;3.1047020997901535;0;0
21400;971.8848876953125;1582.8800048828125;1011.4780740089484;1676.0267001975519;1000;1227.2994728515193;1011.4780740089484;1676.0267001975519;3.0969080939810185;3.1415918140471897;1;971.8848876953125;1582.8800048828125;1676.0267001975519;1011.4780740089484;1000;1227.2994728515193;3.0969080939810185;1;1
21410;971.8848876953125;1582.8800048828125;1009.4882297652142;1669.0303235183017;1000;1202.2994728515191;1009.4882297652142;1669.0303235183017;3.0929202507944962;3.1415921113914691;0;971.8848876953125;1582.8800048828125;1669.0303235183017;1009.4882297652142;1000;1202.2994728515191;3.0929202507944962;0;0
21420;971.8848876953125;1582.8800048828125;1008.6889495774251;1664.3396474403814;1000;1202.2994728515191;1008.6889495774251;1664.3396474403814;3.0923882215887417;3.1415921113914691;0;971.8848876953125;1582.8800048828125;1664.3396474403814;1008.6889495774251;1000;1202.2994728515191;3.0923882215887417;0;0
21430;971.8848876953125;1582.8800048828125;1008.9710928363022;1661.7401625329924;1000;1202.2994728515191;1008.9710928363022;1661.7401625329924;3.0949969952622998;3.1415921113914691;0;971.8848876953125;1582.8800048828125;1661.7401625329924;1008.9710928363022;1000;1202.2994728515191;3.0949969952622998;0;0
21440;966.82489013671875;1567.5257568359375;1010.2365321514578;1661.0389709147087;1000;1202.2994728515191;1010.2365321514578;1661.0389709147087;3.1004633675268263;3.1415921113914691;0;966.82489013671875;1567.5257568359375;1661.0389709147087;1010.2365321514578;1000;1202.2994728515191;3.1004633675268263;0;0
21450;966.82489013671875;1567.5257568359375;1006.8955640629902;1652.4600111610737;1000;1202.2994728515191;1006.8955640629902;1652.4600111610737;3.0939411799210315;3.1415921113914691;1;966.82489013671875;1567.5257568359375;1652.4600111610737;1006.8955640629902;1000;1202.2994728515191;3.0939411799210315;1;1
21460;966.82489013671875;1567.5257568359375;1004.8655196346361;1646.3141967561805;1000;1177.2994728515187;1004.8655196346361;1646.3141967561805;3.0911064525672853;3.1415923440036351;0;966.82489013671875;1567.5257568359375;1646.3141967561805;1004.8655196346361;1000;1177.2994728515187;3.0911064525672853;0;0
21470;966.82489013671875;1567.5257568359375;1004.025074768897;1642.3739656588889;1000;1177.2994728515187;1004.025074768897;1642.3739656588889;3.0916207918552971;3.1415923440036351;0;966.82489013671875;1567.5257568359375;1642.3739656588889;1004.025074768897;1000;1177.2994728515187;3.0916207918552971;0;0
21480;966.82489013671875;1567.5257568359375;1004.265135460709;1640.4346695571098;1000;1177.2994728515187;1004.265135460709;1640.4346695571098;3.0951799470599552;3.1415923440036351;0;966.82489013671875;1567.5257568359375;1640.4346695571098;1004.265135460709;1000;1177.2994728515187;3.0951799470599552;0;0
21490;960.701904296875;1537.294921875;1005.4876157650267;1640.3122840701496;1000;1177.2994728515187;1005.4876157650267;1640.3122840701496;3.1015103990880495;3.1415923440036351;0;960.701904296875;1537.294921875;1640.3122840701496;1005.4876157650267;1000;1177.2994728515187;3.1015103990880495;0;0
21500;960.701904296875;1537.294921875;1001.9955327199333;1630.6998424676087;1000;1177.2994728515187;1001.9955327199333;1630.6998424676087;3.0953895814902159;3.1415923440036351;1;960.701904296875;1537.294921875;1630.6998424676087;1001.9955327199333;1000;1177.2994728515187;3.0953895814902159;1;1
21510;960.701904296875;1537.294921875;999.82322476466334;1623.5928328933667;1000;1131.9999999999991;999.82322476466334;1623.5928328933667;3.0929211478752756;3.141592600532233;0;960.701904296875;1537.294921875;1623.5928328933667;999.82322476466334;1000;1131.9999999999991;3.0929211478752756;0;0
21520;960.701904296875;1537.294921875;998.84842005808764;1618.7561540232741;1000;1131.9999999999991;998.84842005808764;1618.7561540232741;3.09377026286717;3.141592600532233;0;960.701904296875;1537.294921875;1618.7561540232741;998.84842005808764;1000;1131.9999999999991;3.09377026286717;0;0
21530;960.701904296875;1537.294921875;998.96117099986839;1615.9783690843833;1000;1131.9999999999991;998.96117099986839;1615.9783690843833;3.0976358786576692;3.141592600532233;0;960.701904296875;1537.294921875;1615.9783690843833;998.96117099986839;1000;1131.9999999999991;3.0976358786576692;0;0
21540;954.04248046875;1522.2530517578125;1000.0626227769469;1615.069340944016;1000;1131.9999999999991;1000.0626227769469;1615.069340944016;3.1042473592898907;3.141592600532233;0;954.04248046875;1522.2530517578125;1615.069340944016;1000.0626227769469;1000;1131.9999999999991;3.1042473592898907;0;0
21550;954.04248046875;1522.2530517578125;996.43235512124011;1606.500650175926;1000;1131.9999999999991;996.43235512124011;1606.500650175926;3.0974579050194091;3.141592600532233;1;954.04248046875;1522.2530517578125;1606.500650175926;996.43235512124011;1000;1131.9999999999991;3.0974579050194091;1;1
21560;954.04248046875;1522.2530517578125;994.128874177324;1600.3182109179081;1000;1109.9999999999989;994.128874177324;1600.3182109179081;3.0943837489925605;3.141592648408349;0;954.04248046875;1522.2530517578125;1600.3182109179081;994.128874177324;1000;1109.9999999999989;3.0943837489925605;0;0
21570;954.04248046875;1522.2530517578125;993.02913887348143;1596.2986918432878;1000;1109.9999999999989;993.02913887348143;1596.2986918432878;3.094683724913148;3.141592648408349;0;954.04248046875;1522.2530517578125;1596.2986918432878;993.02913887348143;1000;1109.9999999999989;3.094683724913148;0;0
21580;954.04248046875;1522.2530517578125;993.022508621162;1594.2412476963013;1000;1109.9999999999989;993.022508621162;1594.2412476963013;3.0980510867498752;3.141592648408349;0;954.04248046875;1522.2530517578125;1594.2412476963013;993.022508621162;1000;1109.9999999999989;3.0980510867498752;0;0
21590;954.342529296875;1490.9398193359375;994.00950423042491;1593.9652722143869;1000;1109.9999999999989;994.00950423042491;1593.9652722143869;3.10421006974621;3.141592648408349;0;954.342529296875;1490.9398193359375;1593.9652722143869;994.00950423042491;1000;1109.9999999999989;3.10421006974621;0;0
21600;954.342529296875;1490.9398193359375;991.02678077911037;1584.3448511997829;1000;1109.9999999999989;991.02678077911037;1584.3448511997829;3.0987385547391386;3.141592648408349;1;954.342529296875;1490.9398193359375;1584.3448511997829;991.02678077911037;1000;1109.9999999999989;3.0987385547391386;1;1
21610;954.342529296875;1490.9398193359375;989.30651194264453;1577.1842333487075;1000;1089.9999999999991;989.30651194264453;1577.1842333487075;3.09686368615245;3.1415926535897931;0;954.342529296875;1490.9398193359375;1577.1842333487075;989.30651194264453;1000;1089.9999999999991;3.09686368615245;0;0
21620;954.342529296875;1490.9398193359375;988.73209408223977;1572.2524159554287;1000;1089.9999999999991;988.73209408223977;1572.2524159554287;3.0982562942933023;3.1415926535897931;0;954.342529296875;1490.9398193359375;1572.2524159554287;988.73209408223977;1000;1089.9999999999991;3.0982562942933023;0;0
21630;957.28125;1477.1337890625;989.19868034121407;1569.3416463608937;1000;1089.9999999999991;989.19868034121407;1569.3416463608937;3.1026204313876304;3.1415926535897931;0;957.28125;1477.1337890625;1569.3416463608937;989.19868034121407;1000;1089.9999999999991;3.1026204313876304;0;0
21640;957.28125;1477.1337890625;986.97469785322073;1560.7645317578567;1000;1089.9999999999991;986.97469785322073;1560.7645317578567;3.0976389329164422;3.1415926535897931;1;957.28125;1477.1337890625;1560.7645317578567;986.97469785322073;1000;1089.9999999999991;3.0976389329164422;1;1
21650;957.28125;1477.1337890625;985.940072469488;1554.528699115454;1000;1089.9999999999991;985.940072469488;1554.528699115454;3.0962083897390489;3.1415926535897931;0;957.28125;1477.1337890625;1554.528699115454;985.940072469488;1000;1089.9999999999991;3.0962083897390489;0;0
21660;957.28125;1477.1337890625;985.98553806814436;1550.4148559426253;1000;1071.9999999999984;985.98553806814436;1550.4148559426253;3.0980042343805372;3.1415926535897931;0;957.28125;1477.1337890625;1550.4148559426253;985.98553806814436;1000;1071.9999999999984;3.0980042343805372;0;0
21670;957.28125;1477.1337890625;987.01285183539119;1548.2257873544668;1000;1071.9999999999984;987.01285183539119;1548.2257873544668;3.1027346613940305;3.1415926535897931;0;957.28125;1477.1337890625;1548.2257873544668;987.01285183539119;1000;1071.9999999999984;3.1027346613940305;0;0
21680;957.28125;1477.1337890625;988.9336929016539;1547.7841497951852;1000;1071.9999999999984;988.9336929016539;1547.7841497951852;3.11013735421069;3.1415926535897931;0;957.28125;1477.1337890625;1547.7841497951852;988.9336929016539;1000;1071.9999999999984;3.11013735421069;0;0
21690;951.8988037109375;1448.2200927734375;991.66867112378839;1548.9304854035934;1000;1071.9999999999984;991.66867112378839;1548.9304854035934;3.1199765393352443;3.1415926535897931;0;951.8988037109375;1448.2200927734375;1548.9304854035934;991.66867112378839;1000;1071.9999999999984;3.1199765393352443;0;0
21700;951.8988037109375;1448.2200927734375;988.735319881547;1539.5567551489976;1000;1071.9999999999984;988.735319881547;1539.5567551489976;3.1129137661736239;3.1415926535897931;1;951.8988037109375;1448.2200927734375;1539.5567551489976;988.735319881547;1000;1071.9999999999984;3.1129137661736239;1;1
21710;951.8988037109375;1448.2200927734375;987.057638922231;1532.575591102719;1000;1055.9999999999984;987.057638922231;1532.575591102719;3.1096066191358842;3.1415926535897931;0;951.8988037109375;1448.2200927734375;1532.575591102719;987.057638922231;1000;1055.9999999999984;3.1096066191358842;0;0
21720;951.8988037109375;1448.2200927734375;986.51968456913517;1527.7622885757546;1000;1055.9999999999984;986.51968456913517;1527.7622885757546;3.1097100290977151;3.1415926535897931;0;951.8988037109375;1448.2200927734375;1527.7622885757546;986.51968456913517;1000;1055.9999999999984;3.1097100290977151;0;0
21730;947.8919677734375;1434.2215576171875;987.01720374674;1524.9147588673197;1000;1055.9999999999984;987.01720374674;1524.9147588673197;3.1129137387821171;3.1415926535897931;0;947.8919677734375;1434.2215576171875;1524.9147588673197;987.01720374674;1000;1055.9999999999984;3.1129137387821171;0;0
21740;947.8919677734375;1434.2215576171875;984.15907859258721;1516.4659703235375;1000;1055.9999999999984;984.15907859258721;1516.4659703235375;3.1081490303671062;3.1415926535897931;1;947.8919677734375;1434.2215576171875;1516.4659703235375;984.15907859258721;1000;1055.9999999999984;3.1081490303671062;1;1
21750;947.8919677734375;1434.2215576171875;982.54520190605479;1510.302487507563;1000;1055.9999999999984;982.54520190605479;1510.302487507563;3.1069260594482282;3.1415926535897931;0;947.8919677734375;1434.2215576171875;1510.302487507563;982.54520190605479;1000;1055.9999999999984;3.1069260594482282;0;0
21760;947.8919677734375;1434.2215576171875;982.06073319990287;1506.2101841153499;1000;1041.9999999999991;982.06073319990287;1506.2101841153499;3.1089213049424163;3.1415926535897931;0;947.8919677734375;1434.2215576171875;1506.2101841153499;982.06073319990287;1000;1041.9999999999991;3.1089213049424163;0;0
21770;947.8919677734375;1434.2215576171875;982.60241187921076;1503.9964905159434;1000;1041.9999999999991;982.60241187921076;1503.9964905159434;3.113843904401576;3.1415926535897931;0;947.8919677734375;1434.2215576171875;1503.9964905159434;982.60241187921076;1000;1041.9999999999991;3.113843904401576;0;0
21780;947.8919677734375;1434.2215576171875;984.07740021058078;1503.4882395245988;1000;1041.9999999999991;984.07740021058078;1503.4882395245988;3.1214323912143538;3.1415926535897931;0;947.8919677734375;1434.2215576171875;1503.4882395245988;984.07740021058078;1000;1041.9999999999991;3.1214323912143538;0;0
21790;947.1861572265625;1404.5589599609375;986.40224200400667;1504.5297276129913;1000;1041.9999999999991;986.40224200400667;1504.5297276129913;3.1314517581183829;3.1415926535897931;0;947.1861572265625;1404.5589599609375;1504.5297276129913;986.40224200400667;1000;1041.9999999999991;3.1314517581183829;0;0
21800;947.1861572265625;1404.5589599609375;983.55137388114429;1495.1385383029874;1000;1041.9999999999991;983.55137388114429;1495.1385383029874;3.1252138627126325;3.1415926535897931;1;947.1861572265625;1404.5589599609375;1495.1385383029874;983.55137388114429;1000;1041.9999999999991;3.1252138627126325;1;1
21810;947.1861572265625;1404.5589599609375;981.94348613134343;1488.0970857584966;1000;1029.9999999999986;981.94348613134343;1488.0970857584966;3.1226688296515177;3.1415926535897931;0;947.1861572265625;1404.5589599609375;1488.0970857584966;981.94348613134343;1000;1029.9999999999986;3.1226688296515177;0;0
21820;947.1861572265625;1404.5589599609375;981.46385965290585;1483.1845024813131;1000;1029.9999999999986;981.46385965290585;1483.1845024813131;3.1234780634286161;3.1415926535897931;0;947.1861572265625;1404.5589599609375;1483.1845024813131;981.46385965290585;1000;1029.9999999999986;3.1234780634286161;0;0
21830;947.1861572265625;1404.5589599609375;982.009343043659;1480.2021487848347;1000;1029.9999999999986;982.009343043659;1480.2021487848347;3.1273371349954271;3.1415926535897931;0;947.1861572265625;1404.5589599609375;1480.2021487848347;982.009343043659;1000;1029.9999999999986;3.1273371349954271;0;0
21840;950.016357421875;1389.9334716796875;983.48719678889722;1478.9713914235206;1000;1029.9999999999986;983.48719678889722;1478.9713914235206;3.1339723681846534;3.1415926535897931;0;950.016357421875;1389.9334716796875;1478.9713914235206;983.48719678889722;1000;1029.9999999999986;3.1339723681846534;0;0
21850;950.016357421875;1389.9334716796875;981.20796041208041;1470.6084748133712;1000;1029.9999999999986;981.20796041208041;1470.6084748133712;3.1251563047625028;3.1415926535897931;1;950.016357421875;1389.9334716796875;1470.6084748133712;981.20796041208041;1000;1029.9999999999986;3.1251563047625028;1;1
21860;950.016357421875;1389.9334716796875;980.117342505966;1464.4771920895587;1000;1019.9999999999989;980.117342505966;1464.4771920895587;3.1202676594165304;3.1415926535897931;0;950.016357421875;1389.9334716796875;1464.4771920895587;980.117342505966;1000;1019.9999999999989;3.1202676594165304;0;0
21870;950.016357421875;1389.9334716796875;980.106088171814;1460.3683332857027;1000;1019.9999999999989;980.106088171814;1460.3683332857027;3.1189441484564577;3.1415926535897931;0;950.016357421875;1389.9334716796875;1460.3683332857027;980.106088171814;1000;1019.9999999999989;3.1189441484564577;0;0
21880;950.016357421875;1389.9334716796875;981.07596407024164;1458.0937489662833;1000;1019.9999999999989;981.07596407024164;1458.0937489662833;3.1208600211422084;3.1415926535897931;0;950.016357421875;1389.9334716796875;1458.0937489662833;981.07596407024164;1000;1019.9999999999989;3.1208600211422084;0;0
21890;948.35107421875;1358.8653564453125;982.93865722598264;1457.4842455688975;1000;1019.9999999999989;982.93865722598264;1457.4842455688975;3.1257224094346978;3.1415926535897931;0;948.35107421875;1358.8653564453125;1457.4842455688975;982.93865722598264;1000;1019.9999999999989;3.1257224094346978;0;0
21900;948.35107421875;1358.8653564453125;980.54065287499486;1448.163586018223;1000;1019.9999999999989;980.54065287499486;1448.163586018223;3.1192255211896103;3.1415926535897931;1;948.35107421875;1358.8653564453125;1448.163586018223;980.54065287499486;1000;1019.9999999999989;3.1192255211896103;1;1
21910;948.35107421875;1358.8653564453125;979.341407572822;1441.1392700726781;1000;1011.9999999999998;979.341407572822;1441.1392700726781;3.1164390752960154;3.1415926535897931;0;948.35107421875;1358.8653564453125;1441.1392700726781;979.341407572822;1000;1011.9999999999998;3.1164390752960154;0;0
21920;948.35107421875;1358.8653564453125;979.23063500071976;1436.1953061482504;1000;1011.9999999999998;979.23063500071976;1436.1953061482504;3.1170226350540338;3.1415926535897931;0;948.35107421875;1358.8653564453125;1436.1953061482504;979.23063500071976;1000;1011.9999999999998;3.1170226350540338;0;0
21930;947.58917236328125;1343.5772705078125;980.10917336767943;1433.137438247094;1000;1011.9999999999998;980.10917336767943;1433.137438247094;3.1206701135091262;3.1415926535897931;0;947.58917236328125;1343.5772705078125;1433.137438247094;980.10917336767943;1000;1011.9999999999998;3.1206701135091262;0;0
21940;947.58917236328125;1343.5772705078125;977.905166238793;1424.6416923954246;1000;1011.9999999999998;977.905166238793;1424.6416923954246;3.1133555302707943;3.1415926535897931;1;947.58917236328125;1343.5772705078125;1424.6416923954246;977.905166238793;1000;1011.9999999999998;3.1133555302707943;1;1
21950;947.58917236328125;1343.5772705078125;976.87962892487394;1418.3437011086523;1000;1011.9999999999998;976.87962892487394;1418.3437011086523;3.1098199296374212;3.1415926535897931;0;947.58917236328125;1343.5772705078125;1418.3437011086523;976.87962892487394;1000;1011.9999999999998;3.1098199296374212;0;0
21960;947.58917236328125;1343.5772705078125;976.92429513544641;1414.0371707300851;1000;1005.9999999999996;976.92429513544641;1414.0371707300851;3.1097158885913228;3.1415926535897931;0;947.58917236328125;1343.5772705078125;1414.0371707300851;976.92429513544641;1000;1005.9999999999996;3.1097158885913228;0;0
21970;947.58917236328125;1343.5772705078125;977.94182101599222;1411.5365717866976;1000;1005.9999999999996;977.94182101599222;1411.5365717866976;3.1127310311690106;3.1415926535897931;0;947.58917236328125;1343.5772705078125;1411.5365717866976;977.94182101599222;1000;1005.9999999999996;3.1127310311690106;0;0
21980;942.5504150390625;1312.600830078125;979.84469386242438;1410.6750639189449;1000;1005.9999999999996;979.84469386242438;1410.6750639189449;3.1185845268032977;3.1415926535897931;0;942.5504150390625;1312.600830078125;1410.6750639189449;979.84469386242438;1000;1005.9999999999996;3.1185845268032977;0;0
21990;942.5504150390625;1312.600830078125;977.14669832372738;1401.3606951733366;1000;1005.9999999999996;977.14669832372738;1401.3606951733366;3.1131898621555645;3.1415926535897931;1;942.5504150390625;1312.600830078125;1401.3606951733366;977.14669832372738;1000;1005.9999999999996;3.1131898621555645;1;1
22000;942.5504150390625;1312.600830078125;975.67136707737552;1394.295294678752;1000;1005.9999999999996;975.67136707737552;1394.295294678752;3.1113993018529307;3.1415926535897931;0;942.5504150390625;1312.600830078125;1394.295294678752;975.67136707737552;1000;1005.9999999999996;3.1113993018529307;0;0
22010;942.5504150390625;1312.600830078125;975.30596234151915;1389.2671409238535;1000;1002;975.30596234151915;1389.2671409238535;3.1128830818396893;3.1415926535897931;0;942.5504150390625;1312.600830078125;1389.2671409238535;975.30596234151915;1000;1002;3.1128830818396893;0;0
22020;942.5504150390625;1312.600830078125;975.94911539896714;1386.0858163015744;1000;1002;975.94911539896714;1386.0858163015744;3.1173447209294927;3.1415926535897931;0;942.5504150390625;1312.600830078125;1386.0858163015744;975.94911539896714;1000;1002;3.1173447209294927;0;0
22030;938.14208984375;1296.40576171875;977.5096906435864;1384.5800780362242;1000;1002;977.5096906435864;1384.5800780362242;3.1245176955830534;3.1415926535897931;0;938.14208984375;1296.40576171875;1384.5800780362242;977.5096906435864;1000;1002;3.1245176955830534;0;0
22040;938.14208984375;1296.40576171875;974.61321657478709;1376.30077116315;1000;1002;974.61321657478709;1376.30077116315;3.1171369870875187;3.1415926535897931;1;938.14208984375;1296.40576171875;1376.30077116315;974.61321657478709;1000;1002;3.1171369870875187;1;1
22050;938.14208984375;1296.40576171875;972.95493486282328;1370.1511819866889;1000;1002;972.95493486282328;1370.1511819866889;3.1135450600521652;3.1415926535897931;0;938.14208984375;1296.40576171875;1370.1511819866889;972.95493486282328;1000;1002;3.1135450600521652;0;0
