Name;CameraNoise;
File;E:\hawino\Measurements\CameraNoise.csv;
Starttime of export;133204328342999000;Donnerstag, 9. Februar 2023;17:13:54.299
Endtime of export;133204328760099000;Donnerstag, 9. Februar 2023;17:14:36.009


Name;cam2x;Name;cam2y;Name;cam2theta;Name;cam4x;Name;cam4y;Name;cam4theta;Name;cam3x;Name;cam3y;Name;cam3theta;Name;cam2e;Name;cam3e;Name;cam4e
SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10;SampleTime[ms];10
SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True;SymbolBased;True
SymbolName;CameraNoise.cam2x;SymbolName;CameraNoise.cam2y;SymbolName;CameraNoise.cam2theta;SymbolName;CameraNoise.cam4x;SymbolName;CameraNoise.cam4y;SymbolName;CameraNoise.cam4theta;SymbolName;CameraNoise.cam3x;SymbolName;CameraNoise.cam3y;SymbolName;CameraNoise.cam3theta;SymbolName;CameraNoise.cam2e;SymbolName;CameraNoise.cam3e;SymbolName;CameraNoise.cam4e
NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1;NetID;5.53.205.200.1.1
Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851;Port;851

26590;6617.0400390625;26590;3414.18994140625;26590;-0.47722214460372925;26590;4792.90673828125;26590;2289.5146484375;26590;1.5503742694854736;26590;1885.1077880859375;26590;873.0362548828125;26590;-2.7739958763122559;26590;1.5098295211791992;26590;1.3293972015380859;26590;1.4565584659576416
26600;6617.0400390625;26600;3414.18994140625;26600;-0.47722214460372925;26600;4792.90673828125;26600;2289.5146484375;26600;1.5503742694854736;26600;1885.1077880859375;26600;873.0362548828125;26600;-2.7739958763122559;26600;1.5098295211791992;26600;1.3293972015380859;26600;1.4565584659576416
26610;6617.0400390625;26610;3414.18994140625;26610;-0.47722214460372925;26610;4792.90673828125;26610;2289.5146484375;26610;1.5503742694854736;26610;1885.1077880859375;26610;873.0362548828125;26610;-2.7739958763122559;26610;1.5098295211791992;26610;1.3293972015380859;26610;1.4565584659576416
26620;6617.029296875;26620;3414.19677734375;26620;-0.47748410701751709;26620;4792.875;26620;2289.53369140625;26620;1.5490022897720337;26620;1885.130126953125;26620;872.9559326171875;26620;-2.7737510204315186;26620;1.5548874139785767;26620;1.8637810945510864;26620;1.2802129983901978
26630;6617.029296875;26630;3414.19677734375;26630;-0.47748410701751709;26630;4792.875;26630;2289.53369140625;26630;1.5490022897720337;26630;1885.130126953125;26630;872.9559326171875;26630;-2.7737510204315186;26630;1.5548874139785767;26630;1.8637810945510864;26630;1.2802129983901978
26640;6617.029296875;26640;3414.19677734375;26640;-0.47748410701751709;26640;4792.875;26640;2289.53369140625;26640;1.5490022897720337;26640;1885.130126953125;26640;872.9559326171875;26640;-2.7737510204315186;26640;1.5548874139785767;26640;1.8637810945510864;26640;1.2802129983901978
26650;6617.029296875;26650;3414.19677734375;26650;-0.47748410701751709;26650;4792.875;26650;2289.53369140625;26650;1.5490022897720337;26650;1885.130126953125;26650;872.9559326171875;26650;-2.7737510204315186;26650;1.5548874139785767;26650;1.8637810945510864;26650;1.2802129983901978
26660;6617.029296875;26660;3414.19677734375;26660;-0.47748410701751709;26660;4792.875;26660;2289.53369140625;26660;1.5490022897720337;26660;1885.130126953125;26660;872.9559326171875;26660;-2.7737510204315186;26660;1.5548874139785767;26660;1.8637810945510864;26660;1.2802129983901978
26670;6617.03515625;26670;3414.2041015625;26670;-0.47744569182395935;26670;4792.84375;26670;2289.54150390625;26670;1.549521803855896;26670;1885.135009765625;26670;873.0008544921875;26670;-2.7741999626159668;26670;1.5490132570266724;26670;1.5085783004760742;26670;1.4586168527603149
26680;6617.03515625;26680;3414.2041015625;26680;-0.47744569182395935;26680;4792.84375;26680;2289.54150390625;26680;1.549521803855896;26680;1885.135009765625;26680;873.0008544921875;26680;-2.7741999626159668;26680;1.5490132570266724;26680;1.5085783004760742;26680;1.4586168527603149
26690;6617.03515625;26690;3414.2041015625;26690;-0.47744569182395935;26690;4792.84375;26690;2289.54150390625;26690;1.549521803855896;26690;1885.135009765625;26690;873.0008544921875;26690;-2.7741999626159668;26690;1.5490132570266724;26690;1.5085783004760742;26690;1.4586168527603149
26700;6617.03515625;26700;3414.2041015625;26700;-0.47744569182395935;26700;4792.84375;26700;2289.54150390625;26700;1.549521803855896;26700;1885.135009765625;26700;873.0008544921875;26700;-2.7741999626159668;26700;1.5490132570266724;26700;1.5085783004760742;26700;1.4586168527603149
26710;6617.0380859375;26710;3414.19873046875;26710;-0.47720825672149658;26710;4792.9140625;26710;2289.505859375;26710;1.5495084524154663;26710;1885.15771484375;26710;872.95526123046875;26710;-2.7739548683166504;26710;1.5446858406066895;26710;1.8091640472412109;26710;1.3454382419586182
26720;6617.0380859375;26720;3414.19873046875;26720;-0.47720825672149658;26720;4792.9140625;26720;2289.505859375;26720;1.5495084524154663;26720;1885.15771484375;26720;872.95526123046875;26720;-2.7739548683166504;26720;1.5446858406066895;26720;1.8091640472412109;26720;1.3454382419586182
26730;6617.0380859375;26730;3414.19873046875;26730;-0.47720825672149658;26730;4792.9140625;26730;2289.505859375;26730;1.5495084524154663;26730;1885.15771484375;26730;872.95526123046875;26730;-2.7739548683166504;26730;1.5446858406066895;26730;1.8091640472412109;26730;1.3454382419586182
26740;6617.0380859375;26740;3414.19873046875;26740;-0.47720825672149658;26740;4792.9140625;26740;2289.505859375;26740;1.5495084524154663;26740;1885.15771484375;26740;872.95526123046875;26740;-2.7739548683166504;26740;1.5446858406066895;26740;1.8091640472412109;26740;1.3454382419586182
26750;6617.00537109375;26750;3414.194580078125;26750;-0.4776599109172821;26750;4792.89208984375;26750;2289.482666015625;26750;1.5500138998031616;26750;1885.1304931640625;26750;872.945556640625;26750;-2.7730448246002197;26750;1.6447169780731201;26750;1.5946717262268066;26750;1.2082324028015137
26760;6617.00537109375;26760;3414.194580078125;26760;-0.4776599109172821;26760;4792.89208984375;26760;2289.482666015625;26760;1.5500138998031616;26760;1885.1304931640625;26760;872.945556640625;26760;-2.7730448246002197;26760;1.6447169780731201;26760;1.5946717262268066;26760;1.2082324028015137
26770;6617.00537109375;26770;3414.194580078125;26770;-0.4776599109172821;26770;4792.89208984375;26770;2289.482666015625;26770;1.5500138998031616;26770;1885.1304931640625;26770;872.945556640625;26770;-2.7730448246002197;26770;1.6447169780731201;26770;1.5946717262268066;26770;1.2082324028015137
26780;6617.00537109375;26780;3414.194580078125;26780;-0.4776599109172821;26780;4792.89208984375;26780;2289.482666015625;26780;1.5500138998031616;26780;1885.1304931640625;26780;872.945556640625;26780;-2.7730448246002197;26780;1.6447169780731201;26780;1.5946717262268066;26780;1.2082324028015137
26790;6617.00537109375;26790;3414.194580078125;26790;-0.4776599109172821;26790;4792.89208984375;26790;2289.482666015625;26790;1.5500138998031616;26790;1885.1304931640625;26790;872.945556640625;26790;-2.7730448246002197;26790;1.6447169780731201;26790;1.5946717262268066;26790;1.2082324028015137
26800;6617.00537109375;26800;3414.194580078125;26800;-0.4776599109172821;26800;4792.89208984375;26800;2289.482666015625;26800;1.5500138998031616;26800;1885.1304931640625;26800;872.945556640625;26800;-2.7730448246002197;26800;1.6447169780731201;26800;1.5946717262268066;26800;1.2082324028015137
26810;6617.03173828125;26810;3414.18798828125;26810;-0.47724571824073792;26810;4792.94140625;26810;2289.5185546875;26810;1.5497393608093262;26810;1885.11181640625;26810;872.916748046875;26810;-2.7732644081115723;26810;1.5336048603057861;26810;1.5690333843231201;26810;1.3787057399749756
26820;6617.03173828125;26820;3414.18798828125;26820;-0.47724571824073792;26820;4792.94140625;26820;2289.5185546875;26820;1.5497393608093262;26820;1885.11181640625;26820;872.916748046875;26820;-2.7732644081115723;26820;1.5336048603057861;26820;1.5690333843231201;26820;1.3787057399749756
26830;6617.03173828125;26830;3414.18798828125;26830;-0.47724571824073792;26830;4792.94140625;26830;2289.5185546875;26830;1.5497393608093262;26830;1885.11181640625;26830;872.916748046875;26830;-2.7732644081115723;26830;1.5336048603057861;26830;1.5690333843231201;26830;1.3787057399749756
26840;6617.03173828125;26840;3414.18798828125;26840;-0.47724571824073792;26840;4792.94140625;26840;2289.5185546875;26840;1.5497393608093262;26840;1885.11181640625;26840;872.916748046875;26840;-2.7732644081115723;26840;1.5336048603057861;26840;1.5690333843231201;26840;1.3787057399749756
26850;6617.0009765625;26850;3414.18701171875;26850;-0.47754517197608948;26850;4792.90185546875;26850;2289.496826171875;26850;1.5498287677764893;26850;1885.123291015625;26850;873.03814697265625;26850;-2.7734625339508057;26850;1.4914522171020508;26850;1.6490522623062134;26850;1.2125582695007324
26860;6617.0009765625;26860;3414.18701171875;26860;-0.47754517197608948;26860;4792.90185546875;26860;2289.496826171875;26860;1.5498287677764893;26860;1885.123291015625;26860;873.03814697265625;26860;-2.7734625339508057;26860;1.4914522171020508;26860;1.6490522623062134;26860;1.2125582695007324
26870;6617.0009765625;26870;3414.18701171875;26870;-0.47754517197608948;26870;4792.90185546875;26870;2289.496826171875;26870;1.5498287677764893;26870;1885.123291015625;26870;873.03814697265625;26870;-2.7734625339508057;26870;1.4914522171020508;26870;1.6490522623062134;26870;1.2125582695007324
26880;6617.0009765625;26880;3414.18701171875;26880;-0.47754517197608948;26880;4792.90185546875;26880;2289.496826171875;26880;1.5498287677764893;26880;1885.123291015625;26880;873.03814697265625;26880;-2.7734625339508057;26880;1.4914522171020508;26880;1.6490522623062134;26880;1.2125582695007324
26890;6617.0009765625;26890;3414.18701171875;26890;-0.47754517197608948;26890;4792.90185546875;26890;2289.496826171875;26890;1.5498287677764893;26890;1885.123291015625;26890;873.03814697265625;26890;-2.7734625339508057;26890;1.4914522171020508;26890;1.6490522623062134;26890;1.2125582695007324
26900;6617.0107421875;26900;3414.19482421875;26900;-0.4774537980556488;26900;4792.89697265625;26900;2289.471435546875;26900;1.550057053565979;26900;1885.07373046875;26900;872.96258544921875;26900;-2.7739465236663818;26900;1.5655848979949951;26900;1.216750979423523;26900;1.3499412536621094
26910;6617.0107421875;26910;3414.19482421875;26910;-0.4774537980556488;26910;4792.89697265625;26910;2289.471435546875;26910;1.550057053565979;26910;1885.07373046875;26910;872.96258544921875;26910;-2.7739465236663818;26910;1.5655848979949951;26910;1.216750979423523;26910;1.3499412536621094
26920;6617.0107421875;26920;3414.19482421875;26920;-0.4774537980556488;26920;4792.89697265625;26920;2289.471435546875;26920;1.550057053565979;26920;1885.07373046875;26920;872.96258544921875;26920;-2.7739465236663818;26920;1.5655848979949951;26920;1.216750979423523;26920;1.3499412536621094
26930;6617.0107421875;26930;3414.19482421875;26930;-0.4774537980556488;26930;4792.89697265625;26930;2289.471435546875;26930;1.550057053565979;26930;1885.07373046875;26930;872.96258544921875;26930;-2.7739465236663818;26930;1.5655848979949951;26930;1.216750979423523;26930;1.3499412536621094
26940;6617.01416015625;26940;3414.1953125;26940;-0.47782382369041443;26940;4792.857421875;26940;2289.494140625;26940;1.5494811534881592;26940;1885.19921875;26940;872.92694091796875;26940;-2.7731049060821533;26940;1.6706446409225464;26940;1.596503496170044;26940;1.5350755453109741
26950;6617.01416015625;26950;3414.1953125;26950;-0.47782382369041443;26950;4792.857421875;26950;2289.494140625;26950;1.5494811534881592;26950;1885.19921875;26950;872.92694091796875;26950;-2.7731049060821533;26950;1.6706446409225464;26950;1.596503496170044;26950;1.5350755453109741
26960;6617.01416015625;26960;3414.1953125;26960;-0.47782382369041443;26960;4792.857421875;26960;2289.494140625;26960;1.5494811534881592;26960;1885.19921875;26960;872.92694091796875;26960;-2.7731049060821533;26960;1.6706446409225464;26960;1.596503496170044;26960;1.5350755453109741
26970;6617.01416015625;26970;3414.1953125;26970;-0.47782382369041443;26970;4792.857421875;26970;2289.494140625;26970;1.5494811534881592;26970;1885.19921875;26970;872.92694091796875;26970;-2.7731049060821533;26970;1.6706446409225464;26970;1.596503496170044;26970;1.5350755453109741
26980;6617.01416015625;26980;3414.1953125;26980;-0.47782382369041443;26980;4792.857421875;26980;2289.494140625;26980;1.5494811534881592;26980;1885.19921875;26980;872.92694091796875;26980;-2.7731049060821533;26980;1.6706446409225464;26980;1.596503496170044;26980;1.5350755453109741
26990;6617.01416015625;26990;3414.1953125;26990;-0.47782382369041443;26990;4792.857421875;26990;2289.494140625;26990;1.5494811534881592;26990;1885.19921875;26990;872.92694091796875;26990;-2.7731049060821533;26990;1.6706446409225464;26990;1.596503496170044;26990;1.5350755453109741
27000;6617.0703125;27000;3414.2001953125;27000;-0.47750130295753479;27000;4792.86865234375;27000;2289.54736328125;27000;1.5496699810028076;27000;1885.144287109375;27000;872.99517822265625;27000;-2.7740461826324463;27000;1.5515823364257813;27000;1.8957996368408203;27000;1.1068136692047119
27010;6617.0703125;27010;3414.2001953125;27010;-0.47750130295753479;27010;4792.86865234375;27010;2289.54736328125;27010;1.5496699810028076;27010;1885.144287109375;27010;872.99517822265625;27010;-2.7740461826324463;27010;1.5515823364257813;27010;1.8957996368408203;27010;1.1068136692047119
27020;6617.0703125;27020;3414.2001953125;27020;-0.47750130295753479;27020;4792.86865234375;27020;2289.54736328125;27020;1.5496699810028076;27020;1885.144287109375;27020;872.99517822265625;27020;-2.7740461826324463;27020;1.5515823364257813;27020;1.8957996368408203;27020;1.1068136692047119
27030;6617.0703125;27030;3414.2001953125;27030;-0.47750130295753479;27030;4792.86865234375;27030;2289.54736328125;27030;1.5496699810028076;27030;1885.144287109375;27030;872.99517822265625;27030;-2.7740461826324463;27030;1.5515823364257813;27030;1.8957996368408203;27030;1.1068136692047119
27040;6617.0703125;27040;3414.2001953125;27040;-0.47750130295753479;27040;4792.86865234375;27040;2289.54736328125;27040;1.5496699810028076;27040;1885.144287109375;27040;872.99517822265625;27040;-2.7740461826324463;27040;1.5515823364257813;27040;1.8957996368408203;27040;1.1068136692047119
27050;6617.01953125;27050;3414.174560546875;27050;-0.47713512182235718;27050;4792.857421875;27050;2289.5390625;27050;1.548674464225769;27050;1885.134033203125;27050;872.9642333984375;27050;-2.7727768421173096;27050;1.5202658176422119;27050;1.4149214029312134;27050;1.2833874225616455
27060;6617.01953125;27060;3414.174560546875;27060;-0.47713512182235718;27060;4792.857421875;27060;2289.5390625;27060;1.548674464225769;27060;1885.134033203125;27060;872.9642333984375;27060;-2.7727768421173096;27060;1.5202658176422119;27060;1.4149214029312134;27060;1.2833874225616455
27070;6617.01953125;27070;3414.174560546875;27070;-0.47713512182235718;27070;4792.857421875;27070;2289.5390625;27070;1.548674464225769;27070;1885.134033203125;27070;872.9642333984375;27070;-2.7727768421173096;27070;1.5202658176422119;27070;1.4149214029312134;27070;1.2833874225616455
27080;6617.01953125;27080;3414.174560546875;27080;-0.47713512182235718;27080;4792.857421875;27080;2289.5390625;27080;1.548674464225769;27080;1885.134033203125;27080;872.9642333984375;27080;-2.7727768421173096;27080;1.5202658176422119;27080;1.4149214029312134;27080;1.2833874225616455
27090;6617.01953125;27090;3414.174560546875;27090;-0.47713512182235718;27090;4792.857421875;27090;2289.5390625;27090;1.548674464225769;27090;1885.134033203125;27090;872.9642333984375;27090;-2.7727768421173096;27090;1.5202658176422119;27090;1.4149214029312134;27090;1.2833874225616455
27100;6617.04296875;27100;3414.210205078125;27100;-0.47745984792709351;27100;4792.8583984375;27100;2289.45068359375;27100;1.5498077869415283;27100;1885.169189453125;27100;872.99652099609375;27100;-2.7725136280059814;27100;1.5251235961914063;27100;1.8123811483383179;27100;1.5279514789581299
27110;6617.04296875;27110;3414.210205078125;27110;-0.47745984792709351;27110;4792.8583984375;27110;2289.45068359375;27110;1.5498077869415283;27110;1885.169189453125;27110;872.99652099609375;27110;-2.7725136280059814;27110;1.5251235961914063;27110;1.8123811483383179;27110;1.5279514789581299
27120;6617.04296875;27120;3414.210205078125;27120;-0.47745984792709351;27120;4792.8583984375;27120;2289.45068359375;27120;1.5498077869415283;27120;1885.169189453125;27120;872.99652099609375;27120;-2.7725136280059814;27120;1.5251235961914063;27120;1.8123811483383179;27120;1.5279514789581299
27130;6617.04296875;27130;3414.210205078125;27130;-0.47745984792709351;27130;4792.8583984375;27130;2289.45068359375;27130;1.5498077869415283;27130;1885.169189453125;27130;872.99652099609375;27130;-2.7725136280059814;27130;1.5251235961914063;27130;1.8123811483383179;27130;1.5279514789581299
27140;6617.04296875;27140;3414.210205078125;27140;-0.47745984792709351;27140;4792.8583984375;27140;2289.45068359375;27140;1.5498077869415283;27140;1885.169189453125;27140;872.99652099609375;27140;-2.7725136280059814;27140;1.5251235961914063;27140;1.8123811483383179;27140;1.5279514789581299
27150;6616.99755859375;27150;3414.176513671875;27150;-0.4779091477394104;27150;4792.84423828125;27150;2289.492431640625;27150;1.5491037368774414;27150;1885.138916015625;27150;873.03167724609375;27150;-2.7736022472381592;27150;1.4798020124435425;27150;1.70357084274292;27150;1.2962980270385742
27160;6616.99755859375;27160;3414.176513671875;27160;-0.4779091477394104;27160;4792.84423828125;27160;2289.492431640625;27160;1.5491037368774414;27160;1885.138916015625;27160;873.03167724609375;27160;-2.7736022472381592;27160;1.4798020124435425;27160;1.70357084274292;27160;1.2962980270385742
27170;6616.99755859375;27170;3414.176513671875;27170;-0.4779091477394104;27170;4792.84423828125;27170;2289.492431640625;27170;1.5491037368774414;27170;1885.138916015625;27170;873.03167724609375;27170;-2.7736022472381592;27170;1.4798020124435425;27170;1.70357084274292;27170;1.2962980270385742
27180;6616.99755859375;27180;3414.176513671875;27180;-0.4779091477394104;27180;4792.84423828125;27180;2289.492431640625;27180;1.5491037368774414;27180;1885.138916015625;27180;873.03167724609375;27180;-2.7736022472381592;27180;1.4798020124435425;27180;1.70357084274292;27180;1.2962980270385742
27190;6616.99755859375;27190;3414.176513671875;27190;-0.4779091477394104;27190;4792.84423828125;27190;2289.492431640625;27190;1.5491037368774414;27190;1885.138916015625;27190;873.03167724609375;27190;-2.7736022472381592;27190;1.4798020124435425;27190;1.70357084274292;27190;1.2962980270385742
27200;6617.02587890625;27200;3414.21875;27200;-0.47760361433029175;27200;4792.88232421875;27200;2289.557373046875;27200;1.5489861965179443;27200;1885.149658203125;27200;873.03057861328125;27200;-2.7732372283935547;27200;1.6767181158065796;27200;1.8435629606246948;27200;1.4629689455032349
27210;6617.02587890625;27210;3414.21875;27210;-0.47760361433029175;27210;4792.88232421875;27210;2289.557373046875;27210;1.5489861965179443;27210;1885.149658203125;27210;873.03057861328125;27210;-2.7732372283935547;27210;1.6767181158065796;27210;1.8435629606246948;27210;1.4629689455032349
27220;6617.02587890625;27220;3414.21875;27220;-0.47760361433029175;27220;4792.88232421875;27220;2289.557373046875;27220;1.5489861965179443;27220;1885.149658203125;27220;873.03057861328125;27220;-2.7732372283935547;27220;1.6767181158065796;27220;1.8435629606246948;27220;1.4629689455032349
27230;6617.02587890625;27230;3414.21875;27230;-0.47760361433029175;27230;4792.88232421875;27230;2289.557373046875;27230;1.5489861965179443;27230;1885.149658203125;27230;873.03057861328125;27230;-2.7732372283935547;27230;1.6767181158065796;27230;1.8435629606246948;27230;1.4629689455032349
27240;6617.02587890625;27240;3414.21875;27240;-0.47760361433029175;27240;4792.88232421875;27240;2289.557373046875;27240;1.5489861965179443;27240;1885.149658203125;27240;873.03057861328125;27240;-2.7732372283935547;27240;1.6767181158065796;27240;1.8435629606246948;27240;1.4629689455032349
27250;6617.0185546875;27250;3414.18115234375;27250;-0.47748884558677673;27250;4792.9208984375;27250;2289.555419921875;27250;1.550970196723938;27250;1885.1341552734375;27250;873.01141357421875;27250;-2.7734272480010986;27250;1.526654839515686;27250;1.7938907146453857;27250;1.3918396234512329
27260;6617.0185546875;27260;3414.18115234375;27260;-0.47748884558677673;27260;4792.9208984375;27260;2289.555419921875;27260;1.550970196723938;27260;1885.1341552734375;27260;873.01141357421875;27260;-2.7734272480010986;27260;1.526654839515686;27260;1.7938907146453857;27260;1.3918396234512329
27270;6617.0185546875;27270;3414.18115234375;27270;-0.47748884558677673;27270;4792.9208984375;27270;2289.555419921875;27270;1.550970196723938;27270;1885.1341552734375;27270;873.01141357421875;27270;-2.7734272480010986;27270;1.526654839515686;27270;1.7938907146453857;27270;1.3918396234512329
27280;6617.0185546875;27280;3414.18115234375;27280;-0.47748884558677673;27280;4792.9208984375;27280;2289.555419921875;27280;1.550970196723938;27280;1885.1341552734375;27280;873.01141357421875;27280;-2.7734272480010986;27280;1.526654839515686;27280;1.7938907146453857;27280;1.3918396234512329
27290;6617.0185546875;27290;3414.18115234375;27290;-0.47748884558677673;27290;4792.9208984375;27290;2289.555419921875;27290;1.550970196723938;27290;1885.1341552734375;27290;873.01141357421875;27290;-2.7734272480010986;27290;1.526654839515686;27290;1.7938907146453857;27290;1.3918396234512329
27300;6617.0185546875;27300;3414.18115234375;27300;-0.47748884558677673;27300;4792.9208984375;27300;2289.555419921875;27300;1.550970196723938;27300;1885.1341552734375;27300;873.01141357421875;27300;-2.7734272480010986;27300;1.526654839515686;27300;1.7938907146453857;27300;1.3918396234512329
27310;6617.0283203125;27310;3414.2001953125;27310;-0.47708103060722351;27310;4792.9033203125;27310;2289.521240234375;27310;1.5496962070465088;27310;1885.119384765625;27310;872.95086669921875;27310;-2.7735908031463623;27310;1.4458490610122681;27310;1.7603123188018799;27310;1.5593236684799194
27320;6617.0283203125;27320;3414.2001953125;27320;-0.47708103060722351;27320;4792.9033203125;27320;2289.521240234375;27320;1.5496962070465088;27320;1885.119384765625;27320;872.95086669921875;27320;-2.7735908031463623;27320;1.4458490610122681;27320;1.7603123188018799;27320;1.5593236684799194
27330;6617.0283203125;27330;3414.2001953125;27330;-0.47708103060722351;27330;4792.9033203125;27330;2289.521240234375;27330;1.5496962070465088;27330;1885.119384765625;27330;872.95086669921875;27330;-2.7735908031463623;27330;1.4458490610122681;27330;1.7603123188018799;27330;1.5593236684799194
27340;6617.0283203125;27340;3414.2001953125;27340;-0.47708103060722351;27340;4792.9033203125;27340;2289.521240234375;27340;1.5496962070465088;27340;1885.119384765625;27340;872.95086669921875;27340;-2.7735908031463623;27340;1.4458490610122681;27340;1.7603123188018799;27340;1.5593236684799194
27350;6617.033203125;27350;3414.17724609375;27350;-0.47759631276130676;27350;4792.91845703125;27350;2289.525390625;27350;1.5499358177185059;27350;1885.150390625;27350;872.9288330078125;27350;-2.7731666564941406;27350;1.5500918626785278;27350;1.713931679725647;27350;1.4874604940414429
27360;6617.033203125;27360;3414.17724609375;27360;-0.47759631276130676;27360;4792.91845703125;27360;2289.525390625;27360;1.5499358177185059;27360;1885.150390625;27360;872.9288330078125;27360;-2.7731666564941406;27360;1.5500918626785278;27360;1.713931679725647;27360;1.4874604940414429
27370;6617.033203125;27370;3414.17724609375;27370;-0.47759631276130676;27370;4792.91845703125;27370;2289.525390625;27370;1.5499358177185059;27370;1885.150390625;27370;872.9288330078125;27370;-2.7731666564941406;27370;1.5500918626785278;27370;1.713931679725647;27370;1.4874604940414429
27380;6617.033203125;27380;3414.17724609375;27380;-0.47759631276130676;27380;4792.91845703125;27380;2289.525390625;27380;1.5499358177185059;27380;1885.150390625;27380;872.9288330078125;27380;-2.7731666564941406;27380;1.5500918626785278;27380;1.713931679725647;27380;1.4874604940414429
27390;6617.033203125;27390;3414.17724609375;27390;-0.47759631276130676;27390;4792.91845703125;27390;2289.525390625;27390;1.5499358177185059;27390;1885.150390625;27390;872.9288330078125;27390;-2.7731666564941406;27390;1.5500918626785278;27390;1.713931679725647;27390;1.4874604940414429
27400;6617.033203125;27400;3414.17724609375;27400;-0.47759631276130676;27400;4792.91845703125;27400;2289.525390625;27400;1.5499358177185059;27400;1885.150390625;27400;872.9288330078125;27400;-2.7731666564941406;27400;1.5500918626785278;27400;1.713931679725647;27400;1.4874604940414429
27410;6617.0068359375;27410;3414.19775390625;27410;-0.47741445899009705;27410;4792.89794921875;27410;2289.533203125;27410;1.5494552850723267;27410;1885.11767578125;27410;872.9736328125;27410;-2.7736265659332275;27410;1.6038353443145752;27410;1.7403889894485474;27410;1.4795622825622559
27420;6617.0068359375;27420;3414.19775390625;27420;-0.47741445899009705;27420;4792.89794921875;27420;2289.533203125;27420;1.5494552850723267;27420;1885.11767578125;27420;872.9736328125;27420;-2.7736265659332275;27420;1.6038353443145752;27420;1.7403889894485474;27420;1.4795622825622559
27430;6617.0068359375;27430;3414.19775390625;27430;-0.47741445899009705;27430;4792.89794921875;27430;2289.533203125;27430;1.5494552850723267;27430;1885.11767578125;27430;872.9736328125;27430;-2.7736265659332275;27430;1.6038353443145752;27430;1.7403889894485474;27430;1.4795622825622559
27440;6617.0068359375;27440;3414.19775390625;27440;-0.47741445899009705;27440;4792.89794921875;27440;2289.533203125;27440;1.5494552850723267;27440;1885.11767578125;27440;872.9736328125;27440;-2.7736265659332275;27440;1.6038353443145752;27440;1.7403889894485474;27440;1.4795622825622559
27450;6617.033203125;27450;3414.20703125;27450;-0.47738566994667053;27450;4792.8974609375;27450;2289.585205078125;27450;1.5492267608642578;27450;1885.14501953125;27450;872.97900390625;27450;-2.7736740112304688;27450;1.5549144744873047;27450;1.5638201236724854;27450;1.5698994398117065
27460;6617.033203125;27460;3414.20703125;27460;-0.47738566994667053;27460;4792.8974609375;27460;2289.585205078125;27460;1.5492267608642578;27460;1885.14501953125;27460;872.97900390625;27460;-2.7736740112304688;27460;1.5549144744873047;27460;1.5638201236724854;27460;1.5698994398117065
27470;6617.033203125;27470;3414.20703125;27470;-0.47738566994667053;27470;4792.8974609375;27470;2289.585205078125;27470;1.5492267608642578;27470;1885.14501953125;27470;872.97900390625;27470;-2.7736740112304688;27470;1.5549144744873047;27470;1.5638201236724854;27470;1.5698994398117065
27480;6617.033203125;27480;3414.20703125;27480;-0.47738566994667053;27480;4792.8974609375;27480;2289.585205078125;27480;1.5492267608642578;27480;1885.14501953125;27480;872.97900390625;27480;-2.7736740112304688;27480;1.5549144744873047;27480;1.5638201236724854;27480;1.5698994398117065
27490;6617.033203125;27490;3414.20703125;27490;-0.47738566994667053;27490;4792.8974609375;27490;2289.585205078125;27490;1.5492267608642578;27490;1885.14501953125;27490;872.97900390625;27490;-2.7736740112304688;27490;1.5549144744873047;27490;1.5638201236724854;27490;1.5698994398117065
27500;6617.0458984375;27500;3414.2001953125;27500;-0.4769098162651062;27500;4792.8134765625;27500;2289.54150390625;27500;1.5486105680465698;27500;1885.10595703125;27500;872.9495849609375;27500;-2.7739996910095215;27500;1.3575832843780518;27500;1.1567552089691162;27500;1.489154577255249
27510;6617.0458984375;27510;3414.2001953125;27510;-0.4769098162651062;27510;4792.8134765625;27510;2289.54150390625;27510;1.5486105680465698;27510;1885.10595703125;27510;872.9495849609375;27510;-2.7739996910095215;27510;1.3575832843780518;27510;1.1567552089691162;27510;1.489154577255249
27520;6617.0458984375;27520;3414.2001953125;27520;-0.4769098162651062;27520;4792.8134765625;27520;2289.54150390625;27520;1.5486105680465698;27520;1885.10595703125;27520;872.9495849609375;27520;-2.7739996910095215;27520;1.3575832843780518;27520;1.1567552089691162;27520;1.489154577255249
